Kategori,Label,Username,Content,Location,Created at
1,Positif,ptm_patraniaga,"meningkatnya kasus covid-19 varian omicron mengharuskan kita agar lebih memperketat lagi protokol kesehatan untuk sehari-harinya sob!  untuk menyiasati hal tersebut, yuk manfaatkan layanan pertamina delivery service!   #pertaminapatraniaga #energizingyourfuture #energizingyou",Indonesia,2022-02-08 09:25:36+00:00
1,Positif,monologis_id,"untuk menekan penyebaran covid-19 yang kembali melonjak, pembelajaran tatap muka (ptm) di kabupaten tulangbawang barat, lampung kembali disetop. seluruh pelajar kembali melakukan pembelajaran secara daring.",BANDAR LAMPUNG,2022-02-08 09:22:45+00:00
1,Positif,gihondianto,"pasien2 covid mulai bergeser ke usia muda, i mean muda as in remaja-anak2 🥲  akibat kekeuh ptm? @itjen_kemdikbud",San Junipero,2022-02-08 09:20:14+00:00
1,Positif,AbimayuHadiyata,evaluasi pelaksanaan pembelajaran tatap muka (ptm) 100 persen ditengah melonjaknya kasus covid-19 varian omicron di indonesia??  lombok trauma #airlanggahartarto #wadasmelawan coraline nasi uduk formula e tni ad kuat disegani #apink duren #luhutbiangkerok,,2022-02-08 09:15:34+00:00
0,Netral,liputan6dotcom,survei kpai: 61 persen orangtua murid setuju ptm meski kasus covid-19 naik,,2022-02-08 09:14:03+00:00
1,Positif,IDNTimesJatim,bermula dari satu kasus,"Jawa Timur, Indonesia",2022-02-08 09:09:02+00:00
1,Positif,mediaindonesia,"kasus covid-19 varian omikron yang ditemukan pada anak didik di sd kota padang, ternyata mereka yang belum divaksin.",Jakarta - Indonesia,2022-02-08 09:08:38+00:00
0,Netral,kkn_genisaulia,"[minggu keempat kkn]  hai semua🥳 pelaksanaan kkn sudah sampai minggu keempat 😱 kegiatan kkn pada minggu keempat ini adalah melaksanakan program kerja sosialisasi pencegahaan covid-19 saat ptm di sdn bulustalan, kemudian dilanjutkan dengan bimbingan rutin bersama dpl.",,2022-02-08 09:06:40+00:00
0,Netral,merdekadotcom,survei kpai: 61 persen orang tua murid setuju ptm meski kasus covid naik,Indonesia,2022-02-08 09:04:35+00:00
1,Positif,detikcom,hasil survei kpai mendapati 25 persen orang tua mengusulkan penghentian ptm. survei dilakukan di tengah lonjakan kasus covid-19 varian omicron.  via: detikedu,"Jakarta, Indonesia",2022-02-08 09:00:31+00:00
1,Positif,infoPKU,dua smpn di kota pekanbaru terpaksa menghentikan aktivitas pembelajaran tatap muka atau ptm. hal ini dikarenakan ada satu siswa yang terkonfirmasi positif covid-19 di smpn 1 pekanbaru.  sumber:  #infopku #pekanbaru #pembelajarantatapmuka,"Pekanbaru, Riau, Indonesia",2022-02-08 08:45:13+00:00
1,Positif,beritacovid,"#kasus covid-19 melonjak, gus ahad minta pemprov jabar tak ragu setop ptm - detiknews #covid #covid19",,2022-02-08 08:44:41+00:00
1,Positif,faktualnewsco,"ptm smp negeri 1 kota blitar ditutup, 9 siswa positif covid-19","Jombang, Indonesia",2022-02-08 08:44:40+00:00
1,Positif,faktualnewsco,"sejumlah murid man 1 jombang dikabarkan positif covid-19, ptm dihentikan","Jombang, Indonesia",2022-02-08 08:44:37+00:00
1,Positif,tkempur,"kepala disdikbud pesawaran, anca martha utama, mengatakan pihaknya tidak bisa meneruskan rencana ptm 100% karena adanya peningkatan kasus covid-19 yang signifikan.   ""kami memutuskan menunda sampai waktu yang belum bisa dipastikan pelaksanaannya,"" ujar anca",Medan,2022-02-08 08:37:13+00:00
0,Netral,nyiiiipar,yallah ga adil bngt gue ptm minggu dpn seminggu full udh tau lg naik covid nya🥲🥲🥲🥲 mana semua pelajaran ulangan,,2022-02-08 08:35:05+00:00
1,Positif,WaspadaID,"warga terpapar covid-19 melonjak, pemko pematangsiantar terapkan ptm 50 persen",Medan,2022-02-08 08:32:54+00:00
1,Positif,ndaastudy,aku selama ini belum kebagian ptm eh udah naik lagi covid😔,she/her!,2022-02-08 08:31:04+00:00
1,Positif,Editornews_,selengkapnya di :  . #beritaterkini #beritaeditornews #viral #akurataktualdanterpercaya #editornews #editornewspr #prmn #pikiranrakyatmedianetwork #pikiranrakyat #balikpapan #balikpapanzonamerah #covid_19 #zonamerah #ptm #ptmdiberhentikan,,2022-02-08 08:30:12+00:00
1,Positif,radarmasnetwork,"meski terjadi kenaikan kasus covid-19, ptm di cilacap tetap berjalan dengan pembatasan #cilacap #ptmterbatas","Banyumas, Central Java",2022-02-08 08:20:12+00:00
1,Positif,pontianakmedia,"kasus covid-19 meningkat, singkawang tetap laksanakan ptm - antara news kalimantan barat   #pontianakmedia",Pontianak,2022-02-08 08:17:41+00:00
1,Positif,antarakalbar,"kasus covid-19 meningkat, singkawang tetap laksanakan ptm - antara news kalimantan barat","Kalimantan Barat, Indonesia",2022-02-08 08:16:44+00:00
1,Positif,KompasTV,disdikbud lampung hentikan ptm di dua daerah akibat klaster covid-19,Indonesia,2022-02-08 07:56:07+00:00
1,Positif,mayangkaranews,"#langlangkota  ► sma dan smk di blitar kembali menerapkan pembelajaran tatap muka atau ptm 100 persen, karena kota blitar berstatus level 1 penularan covid-19.",Jln. Ciliwung 32a Kota Blitar,2022-02-08 07:49:25+00:00
0,Netral,saputra_abra,"penghentian ptm 100 persen untuk tekan covid-19, aneh kalau usulan anies ditolak luhut",Depok,2022-02-08 07:43:46+00:00
1,Positif,republikaonline,harusnya proses ptm di sekolah sementara dialihkan ke pembelajaran jarak jauh.,"Jakarta, Indonesia",2022-02-08 07:40:30+00:00
1,Positif,mediaindonesia,"""kalau angkanya di atas 5%, kita baru akan tutup sementara dan dilakukan pembelajaran jarak jauh,"" kata bupati sidoarjo muhdlor",Jakarta - Indonesia,2022-02-08 07:33:37+00:00
1,Positif,soloposdotcom,"2 siswa smp bernardus madiun positif covid-19, ptm dihentikan sementara","Solo, Central Java, Indonesia",2022-02-08 07:30:35+00:00
1,Positif,republikaonline,siswa yang positif covid-19 di cirebon ditemukan di 6 sekolah,"Jakarta, Indonesia",2022-02-08 07:29:46+00:00
1,Positif,mediaindonesia,"belasan siswa sma/smk positif covid-19, ptm tetap dilanjutkan",Jakarta - Indonesia,2022-02-08 07:11:16+00:00
-1,Negatif,makanwe,"@convomfs sekolahku ada yang demam dua orang, belum tau covid atau bukan tapi lgsg disuruh pjj. ajak orangtuamu nolak nder, kalau perlu gibahin sekolahnya sama ortu lain. bir serempak gamau ptm",Indonesia,2022-02-08 07:09:36+00:00
1,Positif,tvrijateng,#jatengterkini 8 februari 2022 pemkot surakarta @pemkot_solo hentikan ptm selama sebulan setelah ditemukan kasus covid-19 di 28 sekolah.  @gibran_tweet  @ganjarpranowo  @dinkesjateng @pdkjateng  #sekolahonline #ppkm #pembelajarantatapmuka #gibran #surakarta #kabarjateng,Pucanggading Raya,2022-02-08 06:33:52+00:00
1,Positif,t4m4r4yyy,oleh krna itu ridwan kamil mengatakan pembelajaran tatap muka atau ptm di enam daerah yang kasus covid-19 tinggi juga akan dievaluasi. #bersamajuara,,2022-02-08 06:33:20+00:00
1,Positif,astbill,"@convomfs boleh bgt nder!! emg sih gaboleh panik, tp bkn berarti jadi ignore klo covid masi ada. aku juga awalnya ptm 100℅ pas tau ade kelas ada yg + lgsg pjj lagi. ini udh masuk lg sih 50 persen tapiii aku gadibolehin. ngerii omicron gejalanya",,2022-02-08 06:32:37+00:00
1,Positif,kompascom,kasus positif covid-19 di smpn 1 blitar bermula dari satu siswa yang baru pulang usai melakukan perjalanan dari luar kota.,Jakarta,2022-02-08 06:21:39+00:00
1,Positif,ElshintaTegal_,"menanggapi naiknya kasus covid-19 di beberapa kabupaten/kota, gubernur @ganjarpranowo menyampaikan ketentuan ptm/pjj disesuaikan dengan kebijakan &amp; hasil evaluasi tiap kab/kota  pembelajaran tingkat sma/smk mengikuti kebijakan @provjateng  via @humasjateng","Tegal, Jawa Tengah",2022-02-08 06:20:00+00:00
1,Positif,todayisbethanie,"hr terakhir ptm, skolah ku tbtb daring krna covid makin naik😔 pdhal ud trbiasaa, mana bsok mtk, ak mtk kalo daring mana ngerti apa apa",she/they ⨟ infj,2022-02-08 06:19:30+00:00
0,Netral,ureppufle1373,siapa di sini yang sekolahnya ada yg positif covid tapi tetep ptm☝,2nd dimension cuz im an anime,2022-02-08 06:07:10+00:00
0,Netral,roswellnd,gue bener bener marah sama covid!! baru kali ini gue ga suka kalo pjj lagi. udah nyaman ptm!!!!!!,rumah Tuhan,2022-02-08 06:06:58+00:00
1,Positif,AlbertSolo2,"pemerintah pusat resmi menaikkan status kota surabaya ke level 2, karena adanya peningkatan jumlah kasus covid-19 terutama omicron di kota surabaya.walikota surabaya resmi menghentikan sementara pelaksanaan ptm terbatas di kota surabaya dan menggantinya dengan pjj dari rumah","Surakarta, Jawa Tengah",2022-02-08 06:05:50+00:00
1,Positif,AboutSemarangID,"klaster covid-19 di sekolah, ptm di semarang dihentikan selama 2 minggu","Semarang, Jawa Tengah",2022-02-08 05:52:41+00:00
1,Positif,kompascom,"akibatnya, kegiatan pembejaran tatap muka (ptm) dihentikan sementara selama tiga hari.",Jakarta,2022-02-08 05:51:07+00:00
1,Positif,ivooxid,"#foto sejumlah murid mengikuti pembelajaran tatap muka (ptm) di sdn duren tiga 09 pagi, jakarta, selasa (8/2/2022). dinas pendidikan dki jakarta memberlakukan ptm 50 persen untuk sementara, seiring peningkatan kasus covid-19 varian omicron di ibu kota.  foto: antara foto",Jakarta,2022-02-08 05:50:35+00:00
1,Positif,merdekadotcom,survei kpai: 39 persen orang tua tak setuju ptm di tengah lonjakan covid-19,Indonesia,2022-02-08 05:42:06+00:00
0,Netral,medcom_id,"124 siswa positif covid-19, ptm di sidoarjo tetap dilanjutkan","Jakarta Capital Region, Indone",2022-02-08 05:39:15+00:00
0,Netral,republikaonline,"#retizenid lomba menulis dengan tema: ""covid naik lagi, bagaimana nasib ptm?""  raih hadiah jutaan rupiah! #lombamenulis","Jakarta, Indonesia",2022-02-08 05:34:55+00:00
0,Netral,aiaisoobin,@gyuuclouds masih ptm sekian🙏 walaupun guru dan satu kelas jurusan sebelah ada yg kena covid😃,"Kalimantan Selatan, Indonesia",2022-02-08 05:29:43+00:00
1,Positif,21BeritaTerkini,survei kpai: 39 persen orang tua tak setuju ptm di tengah lonjakan covid-19,,2022-02-08 05:24:08+00:00
1,Positif,jpnncom,"#beritaterpopuler ptm bali terhenti : kppad akan pantau daring, siap sidak ke sekolah hingga rumah untuk pastikan hal ini #ptmdibali #klastersekolah #covid-19",Indonesia,2022-02-08 05:21:37+00:00
0,Negatif,shegorana,"@kimdoyyo gue daring dari seminggu lalu🙂, pdhl baru 2x ptm, gua juga kangen ptm anjrt, ngapain juga covid naik😤😒",(she/her) 15,2022-02-08 05:17:19+00:00
1,Positif,suaramerdeka,"klaster sekolah ditemukan di kota semarang, 76 siswa dan guru positif omicron    #sekolah #klastersekolah #ptm #pertemuantatapmuka #semarang #kotasemarang #siswa #guru #omicron #covid #covid19",Semarang - Jateng - Indonesia,2022-02-08 05:03:40+00:00
1,Positif,detik_jateng,"siswa kota pekalongan kena covid-19, ptm dikaji-sekolah lockdown",,2022-02-08 04:45:08+00:00
0,Netral,republikaonline,retizen republika rutin menggelar lomba menulis dengan hadiah jutaan rupiah.,"Jakarta, Indonesia",2022-02-08 04:43:34+00:00
1,Positif,kalderanews,"jadi pusat covid-19 omicron, tangerang raya putuskan stop ptm -  .......",Jakarta,2022-02-08 04:41:53+00:00
1,Positif,kalderanews,"jadi pusat covid-19 omicron, tangerang raya putuskan stop ptm -",Jakarta,2022-02-08 04:41:49+00:00
1,Positif,lampungpostid,pemerintah provinsi lampung dan sejumlah daerah kompak menunda pembelajaran tatap muka (ptm). kebijakan itu diambil menyusul terjadinya peningkatan terkonfirmasi covid-19.   #sekolahtatapmuka #ptm #beritaterkini #lampungpostid,"Lampung, Indonesia",2022-02-08 04:41:08+00:00
1,Positif,vdvc_talk,"dengan adanya kenaikan kasus covid-19 omicron yang signifikan, kementerian pendidikan kebudayaan riset dan teknologi (kemendikbudristek) mengeluarkan surat edaran mengenai pembelajaran selama masa covid-19.  #vdvctalk #covid19 #ptm #pjj #omicron #nadiemmakarim #sekolah",,2022-02-08 04:30:45+00:00
1,Positif,BimataIndonesia,ptm di 11 sekolah kota palembang dihentikan setelah terkonfirmasi adanya kasus covid-19,,2022-02-08 04:30:09+00:00
1,Positif,Tribun_Solo,"kasus covid-19 naik, pemkab karanganyar belum hentikan ptm, minta orang tua ketat awasi prokes anak","Karanganyar, Jawa Tengah",2022-02-08 04:24:09+00:00
0,Netral,kumparan,"rektor unila mengatakan bahwa pengambilan keputusan tersebut mengacu pada prediksi dari pemerintah pusat tentang kenaikan kasus covid-19, terutama pada januari-februari 2022. #publisherstory",,2022-02-08 04:22:09+00:00
1,Positif,theaamln,"@cloudvca aku lagi pjj sampai tanggal 18. terus tanggal 19 aku ptm 50%. kemarin-kemarin 100% sih, tapi ada yang covid jadi dehh ya gtuuu",,2022-02-08 04:13:46+00:00
1,Positif,amtvNU,"kasus covid-19 melonjak, ptm di surabaya jadi 50% @banggasurabaya  #covid19 #omicronvarient",Surabaya,2022-02-08 04:11:17+00:00
1,Positif,kupastuntasnew,"guna mengantisipasi penyebaran covid-19 terhadap pelajar, pemerintah kabupaten lampung barat (lambar...  #antisipasipenyebarancovid-19disekolah #dinkeslambareva",Indonesia,2022-02-08 03:56:12+00:00
1,Positif,jawapos,"76 siswa terpapar covid-19, ptm di semarang dihentikan dua pekan","Gedung Graha Pena Lt.10, Jl. R",2022-02-08 03:49:18+00:00
1,Positif,jatimmembaca,"hasil tes swab di smpn 1 kota blitar tambah 8 anak positif covid-19, ptm dihentikan 2 pekan",surabaya,2022-02-08 03:46:05+00:00
1,Positif,AlbertSolo2,"klaster penularan baru covid-19 di tengah pelaksanaan ptm terbatas di kota solo menjadi penyebab utama di hentikan sementara waktu pelaksanaan ptm terbatas di kota solo, sejak senin kemarin.para siswa wajib mengikuti pembelajaran jarak jauh melalui online streaming","Surakarta, Jawa Tengah",2022-02-08 03:44:23+00:00
1,Positif,funnylillac,"@txtdarisukabumi kabupaten mah pake sistem trobos ajalah anjir, ini juga masih ptm 50%, alhamdulillah selama covid belom pernah wfh :(",asia ,2022-02-08 03:41:48+00:00
1,Positif,republikaonline,kabupaten semarang menemukan indikasi kasus positif covid-19 di sekolah,"Jakarta, Indonesia",2022-02-08 03:39:04+00:00
1,Positif,IdSinpo,"covid masih fluktuatif, pimpinan dpr minta pemerintah monitor ptm 50 persen -",,2022-02-08 03:37:53+00:00
0,Netral,kumparan,"kegiatan ptm dinilai melibatkan banyak orang. apalagi penyebaran varian omicron yang tinggi, sehingga ptm dapat berdampak kepada aktivitas keluarga di rumah. #kumparannews",,2022-02-09 03:35:34+00:00
-1,Negatif,jjaeyhyoon,"kalian sekolah ptm apa pjj lagi skrg ini??? aku disuruh milih, kalau mlilih berarti hak kita yaa buat pilih, tp guru pada gaterima anak2 pilih pjj katanya memberatkan guru tp enak ke siswa nyantai2 kumpulin tugas kapan aja sedangkan disekolahku ada kasus omicron 1 orang tp-",,2022-02-09 03:33:25+00:00
0,Netral,looversland_,"kesel bgt sam omicron hih masa sekolah gue jadi 50% lagi ptm nya, baru jg 2 hari 100%",,2022-02-09 01:36:57+00:00
0,Netral,ksnfkstry,@tyuniverse__ aaa thx syaa:(( iya nih sksk enak ptm tapi ya mau gmn lagi omicron udh agk naik dikit demi dikit di indonesia:'(,she/her,2022-02-09 01:33:40+00:00
0,Netral,salsabi12172830,"omicron plis lah udah nyaman ptm 100% eh malah pjj lagi,kamu tu kek orang ke3 wkqwkq",,2022-02-09 00:31:09+00:00
1,Positif,handrisontea,@setkabgoid @kemenkomarves mohon izin pimpinan... kami sekeluarga sdg isoma.. sampai saat ini aman saja.. gejala ringan.. krn sdh vaksin lengkap.. skrg sdh normal. artinya.. omicron berbahaya bagi yg blm vaksin.yg sdh insyaalloh aman. jadi ekonomi hrs tetap berjalan. ptm sekolah tetap 50% sementara ini 🙏,"Bogor Utara 2, Indonesia",2022-02-09 00:18:49+00:00
1,Positif,syamauambis,"@sukanyemil_ aku masih ptm 100%, alhamdulillah di aku blom ada kasus omicron",SHE/HER,2022-02-08 23:42:14+00:00
1,Positif,s4yogi,meningkatnya kasus omicron nadiem terbitkan diskresi ptm terbatas dengan kapasitas 50 persen #menujukejayaannusantara,,2022-02-08 23:33:29+00:00
1,Positif,Wikanda15885274,meningkatnya kasus omicron nadiem terbitkan diskresi ptm terbatas dengan kapasitas 50 persen #menujukejayaannusantara,,2022-02-08 23:33:14+00:00
-1,Negatif,mmilleyy__,"@withjaemiin wihhh ak udh full ptm, tapi ada omicron anjinkk",she/her,2022-02-08 16:28:09+00:00
0,Netral,yypbgt,"tetap ptm 100% walaupun omicron(?) lg naik adalah salah satu motto smk yaitu smk bisa, terusannya bisa gila😀👍🏻",,2022-02-08 15:25:53+00:00
1,Positif,AlbertSolo2,perhimpunan dokter paru indonesia menyarankan agar pelaksanaan ptm terbatas di hentikan hingga puncak lonjakan kasus omicron di indonesia berakhir.pihaknya menyarankan agar pembelajaran jarak jauh melalui online terus di lakukan hingga puncak lonjakan kasus omicron selesai.,"Surakarta, Jawa Tengah",2022-02-08 15:12:35+00:00
0,Netral,horangwi,"ade kelas gua kelas 11 ada yang kena omicron  terus yang diliburin cuma kelas 11 nya, like wtf?  gua seneng ptm, tp ini kenapa engga diliburin semua ajasi? kenapa?",,2022-02-08 14:45:26+00:00
1,Positif,jurnaljatimcom,ptm di man 1 jombang dihentikan karena dua murid positif covid-19    #man1jombang #manjombang #jawatimur #madrasah #covid19 #beritaonline #omicron #siswa #murid #lockdown #berita #beritaterpopuler #jurnaljatim,Indonesia,2022-02-08 14:31:14+00:00
1,Positif,yenjamint,sekolahku udh banyak yg kena omicron tapi masih tetep ptm buat 2 minggu kedepan,SHE/HIM. fanrant,2022-02-08 14:10:34+00:00
1,Positif,withviii,"mmf kinda inactive,soalnya ak ptm 100% trus ditambah les sampe sore jarang up proggres jg 😞 soalnya capeeee blm lagi tugas sama uprak. denger-denger omicron jg udah nyebar bgtu cepat ttp jaga prokes ya gais ya jgn lupa&lt;3",she/her,2022-02-08 14:06:12+00:00
0,Netral,Safeguardindo1,jokowi lawan pandemi - skb 4 menteri tentang ptm bisa antisipasi ancaman omicron @jokowi,,2022-02-08 13:34:35+00:00
0,Netral,teurejobigwin,"@chitaglorya__ yes, for this please. kita semua anak kelas 12 titisan titan yang kebal omicron makanya tetep dijadwalkan ptm.",wangi,2022-02-08 13:32:04+00:00
0,Netral,dysuhaddict,sekolahku bakal balik ptm terbatas / bahkan daring lagi gara2 salah satu siswa smk yg lumayan deket jaraknya dri sekolahku positif omicron 😔😔,SHE/HER ; 18,2022-02-08 13:26:31+00:00
0,Netral,Shaka10M,"bisa""nya omicron udah merajalela tapi school tetep ptm full student in one classroom😏",Indonesia,2022-02-08 13:14:52+00:00
0,Netral,dinstruggletwt,"@happychesee boleh, bilang ajasi ga diijinin ortu ptm takut omicron",gws,2022-02-08 12:50:02+00:00
-1,Negatif,r4maxdy,bisa-bisanya sekolahan gua udah ptm 100% lagi padahal daerah sekolahan banyak yg kontak erat sama yg kena omicron,,2022-02-08 12:32:13+00:00
1,Positif,kalderanews,"jadi pusat covid-19 omicron, tangerang raya putuskan stop ptm -  ......",Jakarta,2022-02-08 10:02:24+00:00
1,Positif,Radar_Cirebon,"- mukai rabu (9/2/2022), pembelajaran tatap muka (ptm) di kabupaten cianjur akan ditiadakan mengingat kasus covid-19 dan omicron semakin merambah di","Cirebon, Indonesia",2022-02-08 10:00:50+00:00
1,Positif,WinJGR,hasil survei kpai mendapati 25 persen orang tua mengusulkan penghentian ptm. survei dilakukan di tengah lonjakan kasus covid-19 varian omicron.  via: detikedu,Boyolali,2022-02-08 09:34:19+00:00
1,Positif,ptm_patraniaga,"meningkatnya kasus covid-19 varian omicron mengharuskan kita agar lebih memperketat lagi protokol kesehatan untuk sehari-harinya sob!  untuk menyiasati hal tersebut, yuk manfaatkan layanan pertamina delivery service!   #pertaminapatraniaga #energizingyourfuture #energizingyou",Indonesia,2022-02-08 09:25:36+00:00
0,Netral,AbimayuHadiyata,evaluasi pelaksanaan pembelajaran tatap muka (ptm) 100 persen ditengah melonjaknya kasus covid-19 varian omicron di indonesia??  lombok trauma #airlanggahartarto #wadasmelawan coraline nasi uduk formula e tni ad kuat disegani #apink duren #luhutbiangkerok,,2022-02-08 09:15:34+00:00
1,Positif,detikcom,hasil survei kpai mendapati 25 persen orang tua mengusulkan penghentian ptm. survei dilakukan di tengah lonjakan kasus covid-19 varian omicron.  via: detikedu,"Jakarta, Indonesia",2022-02-08 09:00:31+00:00
-1,Negatif,yykiwt,"omicron naik, yang salah siapa? sekolah, kembali lagi ke ptm 50%. 🏋🏾‍♀️",Indonesia,2022-02-08 08:13:15+00:00
0,Netral,UINSA_FESS,uinsa! rek jadi ptm ta omicron naik mane,"Kota Surabaya, Jawa Timur",2022-02-08 08:06:11+00:00
1,Positif,astbill,"@convomfs boleh bgt nder!! emg sih gaboleh panik, tp bkn berarti jadi ignore klo covid masi ada. aku juga awalnya ptm 100℅ pas tau ade kelas ada yg + lgsg pjj lagi. ini udh masuk lg sih 50 persen tapiii aku gadibolehin. ngerii omicron gejalanya",,2022-02-08 06:32:37+00:00
-1,Negatif,jondivar,varian kemarin sudah expired jadi diganti omicron setelah itu yg lain maka ini mau banget di bodoh i sama organisasi tsb dan mendewakan vaksin seharusnya mrk lebih takut kepada tuhan daripada takut kepada manusia.,Indonesia,2022-02-08 06:20:17+00:00
0,Netral,buburrdisedot,omicron makin naik tapi ni sekolah gaada tanda-tanda mau ptm pershift lagi. 🥲,1997,2022-02-08 06:06:30+00:00
1,Positif,AlbertSolo2,"pemerintah pusat resmi menaikkan status kota surabaya ke level 2, karena adanya peningkatan jumlah kasus covid-19 terutama omicron di kota surabaya.walikota surabaya resmi menghentikan sementara pelaksanaan ptm terbatas di kota surabaya dan menggantinya dengan pjj dari rumah","Surakarta, Jawa Tengah",2022-02-08 06:05:50+00:00
1,Positif,ivooxid,"#foto sejumlah murid mengikuti pembelajaran tatap muka (ptm) di sdn duren tiga 09 pagi, jakarta, selasa (8/2/2022). dinas pendidikan dki jakarta memberlakukan ptm 50 persen untuk sementara, seiring peningkatan kasus covid-19 varian omicron di ibu kota.  foto: antara foto",Jakarta,2022-02-08 05:50:35+00:00
1,Positif,beritaKBR,"pemerintah tetapkan ppkm level 3 di sejumlah wilayah |   45 tokoh inisiasi petisi tolak rencana pemindahan ibu kota negara |   kasus omicron melonjak, daerah ramai-ramai hentikan ptm  selengkapnya di #buletinpagi   #podcastindonesia","Jakarta, Indonesia",2022-02-08 05:44:39+00:00
1,Positif,EdiMuly03885219,"sma negeri 1 tasikmalaya hentikan ptm, ada seorang siswa terpapar omicron","Kota Tasikmalaya, Jawa Barat",2022-02-08 05:17:45+00:00
1,Positif,suaramerdeka,"klaster sekolah ditemukan di kota semarang, 76 siswa dan guru positif omicron    #sekolah #klastersekolah #ptm #pertemuantatapmuka #semarang #kotasemarang #siswa #guru #omicron #covid #covid19",Semarang - Jateng - Indonesia,2022-02-08 05:03:40+00:00
-1,Negatif,gfgummy,@convomfs ak bntr lgi ptm ngab omicron l diem dlu anjingh gr gr l ptm gwe jdi 50 gwe sgt kesepian kncl,rumah zenin clan,2022-02-08 04:59:09+00:00
1,Positif,kalderanews,"jadi pusat covid-19 omicron, tangerang raya putuskan stop ptm -  .......",Jakarta,2022-02-08 04:41:53+00:00
1,Positif,kalderanews,"jadi pusat covid-19 omicron, tangerang raya putuskan stop ptm -",Jakarta,2022-02-08 04:41:49+00:00
1,Positif,vdvc_talk,"jujur, mimin sih setuju saja sama kebijakan ini, yang penting kita semua bisa aman dan sehat selalu. kalau menurut sobat vdvc gimana nih?   #vdvctalk #covid19 #ptm #pjj #omicron #pemerintah #nadiemmakarim #sekolah",,2022-02-08 04:33:27+00:00
1,Positif,vdvc_talk,"dengan adanya kenaikan kasus covid-19 omicron yang signifikan, kementerian pendidikan kebudayaan riset dan teknologi (kemendikbudristek) mengeluarkan surat edaran mengenai pembelajaran selama masa covid-19.  #vdvctalk #covid19 #ptm #pjj #omicron #nadiemmakarim #sekolah",,2022-02-08 04:30:45+00:00
1,Positif,KuretaID,omicron bikin sekolah di siantar hentikan ptm 100 persen,Indonesia,2022-02-08 04:17:23+00:00
0,Netral,inewsdotid,"omicron merebak, kpai: mayoritas orang tua ingin ptm tetap digelar  #ptm #kpai","Jakarta, Indonesia",2022-02-08 03:55:05+00:00
1,Positif,beritaKBR,"pemerintah tetapkan ppkm level 3 di sejumlah wilayah |   45 tokoh inisiasi petisi tolak rencana pemindahan ibu kota negara |   kasus omicron melonjak, daerah ramai-ramai hentikan ptm  selengkapnya di #buletinpagi   #podcastindonesia","Jakarta, Indonesia",2022-02-08 03:36:42+00:00
1,Positif,amtvNU,"retno listyarti : omicron melonjak, hentikan ptm",Surabaya,2022-02-08 03:28:20+00:00
1,Positif,cutieyeay,"@mlxvia iya btul, kmrn tempat gue udah ptm 100% terus gegara kasus omicron banyak yg nambah disini jadi balik 50% lagi",she/her,2022-02-08 01:52:17+00:00
1,Positif,hnurwahid,"ini juga bukan sekedar siapa yang mau datang ke indonesia saat omicron mendaki, tapi juga konsistensi dan keseriusan pemerintah atasi covid-19. di satu pihak bahkan ppkm naik jadi 3,ibadah di masjid di atur2, sekolah tak 100%ptm, tapi 4 pintu internasional/tourisme malah dibuka.",Jakarta Capital Region,2022-02-08 01:51:58+00:00
1,Positif,Nurjann77502431,"@vivabola ya masa lagi ramai omicron mw lanjut liga 1, ptm aja dibatalkan.  @ridwankamil semoga cepat teratasi",,2022-02-08 01:43:34+00:00
1,Positif,IDNTimesLampung,pemkab minta satuan sekolah disiplin terapkan prokes ketat,"Lampung, Indonesia",2022-02-08 01:28:02+00:00
1,Positif,cryyonee,"@convomfs sekolah ku meskipun udh ad yg + omicron ttp ptm 100%, yg isolasi cm kelas yg kena &amp; guru yg abis ngajar di kelas itu",she/her,2022-02-08 01:05:11+00:00
1,Positif,tcgoogie,aku sekarang ga masuk ptm gegara omicron naik.,,2022-02-08 00:34:31+00:00
0,Netral,vlntnrnd,"anak kelas pada ga terima ptm balik ke 50%  👦🏻: aingmah malah pgn ngerasain da omicron, gmn si len rasanya? 🧚🏻‍♀️: ga enak makan gada rasanya 👦🏻: tp emg sebahaya itu gt covid teh? 🧚🏻‍♀️: menurut km ibu aku meninggal gr2 apa kl covid ga bahaya? 👦🏻: ya takdir itumah  mo pulang🫂",,2022-02-08 00:10:57+00:00
1,Positif,jaemcity_xxx,@bigwincityx5 @__un47 efek omicron naik say jd daring lg. tp disini msh ptm cuma gt di bagi gak full 100% yg masuk  pagi ama siang,,2022-02-08 00:10:19+00:00
1,Positif,kompascom,"bupati sukoharjo, etik suryani menyatakan pelaksanaan pembelajaran tatap muka (ptm) dihentikan sementara, senin (7/2/2022) - #regional #ptm",Jakarta,2022-02-07 20:49:00+00:00
1,Positif,CNNIndonesia,"ptm 10 sekolah palembang disetop imbas covid, 6 kasus omicron di sumut",,2022-02-07 19:20:59+00:00
0,Netral,Nazmakamalia,senin gua d mulai dengan kuliah ptm padahal omicron lagi tinggi,Indonesia,2022-02-07 18:20:44+00:00
0,Netral,kokokrunccch,ptm biar bisa hahahihi ditengah kegalauan hati malah omicran omicron dan berujung pjj wanzegg,saturnus,2022-02-07 16:56:01+00:00
1,Positif,haibundacom,sekolah tatap muka atau ptm terpaksa dihentikan sementara di beberapa wilayah. hal ini dilakukan demi mencegah penularan omicron yang merebak di indonesia.,Indonesia,2022-02-07 16:48:41+00:00
