Username,Content,Created at
jjanuarich,ptm  ga seruuuu,2022-02-09 04:45:57+00:00
SlekoorsDraft,to   ips from  me belakangan ini kamu ga keliatan di sekolah lagi sakit ya kalo iya cepet sembuh biar waktu ptm aku bisa ngelihat kamu lagi ,2022-02-09 04:45:53+00:00
kalesangmedia,siapsiap siswa di ternate ptm  jika jumlah inveksi covidnaik,2022-02-09 04:45:41+00:00
Lotve,gws buat dosennya enak ya masih online aku dah ptm,2022-02-09 04:45:14+00:00
qeisyaedma,hahahahhaha iya bener dirimu semangatku ptm  terimakasih semangatnya doain bisa kenalan kak,2022-02-09 04:45:11+00:00
JUNGcrwon,baru pulang ak masih ptm,2022-02-09 04:44:50+00:00
chips0_0,lohh masih ptm,2022-02-09 04:44:24+00:00
filzterpjm, ihh enakk hr ini aku ptm alhamdulillah lancar,2022-02-09 04:44:03+00:00
seokzjjiin,ana hari ini ptm atau pjj,2022-02-09 04:43:47+00:00
neflisha,yah ptm terbatas lagi ,2022-02-09 04:43:27+00:00
ankgkatan,main hp rebahan makanya enakan ptm lbh masuk,2022-02-09 04:43:14+00:00
portalkuduscom,mulai hari ini pemkab semarang terapkan ptm ,2022-02-09 04:43:05+00:00
seokzjjiin,kmu ptm atau pjj,2022-02-09 04:42:55+00:00
0X1DONGKYU,hoshi oalah tapi untung di daerah bintara masih bisa ptm ,2022-02-09 04:42:49+00:00
seokzjjiin, ndin hari ini ptm atau pjj,2022-02-09 04:42:06+00:00
seokzjjiin,naz hari ini ptm atau pjj,2022-02-09 04:41:26+00:00
seokzjjiin,hari ini ptm atau pjj,2022-02-09 04:41:06+00:00
seokzjjiin,kmu hari ini ptm atau pjj shin,2022-02-09 04:40:58+00:00
eradotid,jadi sesuai inmendagri nomor tahun  penghentian ptm diperpanjang dari tanggal sampai februari  katanya selasa ,2022-02-09 04:40:03+00:00
dwuitt,kira kira jadi ptm gak ya aku gabrani suntik,2022-02-09 04:39:57+00:00
nanstudiez,ptm krn lebih ngerti sie,2022-02-09 04:38:18+00:00
kyoukalokal,mingdep udh ptm lagiiii niceee,2022-02-09 04:38:17+00:00
ebeidou,demi allah gue mau ptm aja pls telinga gue capek,2022-02-09 04:37:51+00:00
Fahranianissa1,pemerintah evaluasi aturan ptm menuju kejayaan nusantara,2022-02-09 04:37:47+00:00
Fahranianissa1,pemerintah evaluasi aturan ptm menuju kejayaan nusantara,2022-02-09 04:37:39+00:00
Fahranianissa1,menteri pendidikan terbitkan diskresi ptm terbatas menuju kejayaan nusantara,2022-02-09 04:37:36+00:00
Fahranianissa1,menuju nadiem terbitkan diskresi ptm terbatas ppkm level kapasitas persen kejayaan nusantara,2022-02-09 04:37:35+00:00
trydlsa,mau pjj atau ptm jujur aku lebih suka soal pg daripada essay pas gue smp materi yang disuruh jelasin cara reproduksi makhluk hidup tertentu aja gue cuman bisa nangis apalagi sekarang materi beginian banyak banget ,2022-02-09 04:37:22+00:00
bucinnfkugm,pjj  waktu lebih fleksibel ga capek bisa sambil makan gada kerkom kalo izin sakit ga ketinggalan pelajaran ptm  lebih mudah paham materi ketemu temen,2022-02-09 04:37:22+00:00
alfrsyfltf, ets waktu ptm bagus,2022-02-09 04:37:07+00:00
zevases_,iyaaa ni tpi kls doang yg ptm itu jga kelasnya di bagi  huhuhu thank  ,2022-02-09 04:36:51+00:00
Mochafloa,sksksks udah seneng ptm eh sekarang pjj lagii,2022-02-09 04:35:48+00:00
mitharchive,ini contoh ptm siang yaa soalnya belum daring lagi aku lebih suka yang spesifik setiap jam nya biar ngga keteteran gitu,2022-02-09 04:35:43+00:00
ddowocn,ptm karna bisa ketemu temen terus lebih nangkep materinya lebih aktif juga kalo ada pertanyaan dr guru dan lebih produktif ,2022-02-09 04:35:17+00:00
valesoshum22,gajadi ptm  pjj lagi ,2022-02-09 04:34:51+00:00
tekukcoty,ihh hari ini ptm terakhir anjirlahh,2022-02-09 04:34:42+00:00
beomchergyu,masih ada yang ptm emang,2022-02-09 04:34:39+00:00
NFJaksel,di akun sip kehadiran kamu di kelas ptm bakal terpantau so jangan lupa ngisi presensi sebelum masuk kelas yaa biar mama di rumah merasa yaqeeen kamu benerbener belajar di nf ga melipir ke manamana ,2022-02-09 04:34:36+00:00
ismatchaa,ptm dpet uang dpet ilmu jg lebih produktif,2022-02-09 04:33:58+00:00
zhoeyji,ptm ktmu tmn,2022-02-09 04:33:43+00:00
cacapinginambis,aku ptm guysssss kalian ptm gx nich,2022-02-09 04:33:16+00:00
gleesplash,jelas ptm,2022-02-09 04:32:50+00:00
MamaKetjeh,anggota ptm garis keras  pernah kebagian tissue,2022-02-09 04:32:27+00:00
ChiboloPolilla_,ptm percy ,2022-02-09 04:32:01+00:00
jaypokoknya2,aaaa bsk ptmmana pakek kebaya,2022-02-09 04:31:07+00:00
jawapos,sekolah di medan stop ptm,2022-02-09 04:31:04+00:00
Floresf84401411,ptm meriyein ,2022-02-09 04:30:07+00:00
MolloHello,ptm karena aku tipe belajar yang harus dengerin secara langsung supaya lebih masuk sama lebih banyak interaksinya tapi kadang abis ptm suka langsung tepar jadi waktu di rumah full nyantai ajaa gabisa terlalu produktif huhu ,2022-02-09 04:29:50+00:00
malkaleegra,yoou masih ptm zel,2022-02-09 04:29:26+00:00
katanyasilva,terbitkan diskresi ptm terbatas menuju kejayaan nusantara,2022-02-09 04:28:43+00:00
inlvwwonwoo,aku udh selesai ptm hbu,2022-02-09 04:28:37+00:00
Redaksi_5News,siswa dan guru terpapar covid semarang hentikan ptmsementara,2022-02-09 04:28:35+00:00
lilgirlsuk,lagi ptm dluu bestie,2022-02-09 04:28:35+00:00
narluvv,pada  niat ptm kalo disesi begini temen gw pada,2022-02-09 04:28:32+00:00
Sapisaurus1,ptm karena bisa ketemu mas crush,2022-02-09 04:27:40+00:00
hacnjihan,ya allah stay safe yaa kak pijarr semoga nanti cepet ptm lagi yaa,2022-02-09 04:27:19+00:00
JuaraKe1,pusing banget ya pa guru saya aja sebagai orang tua mau nya anak anak ptm di bandingkan pjj,2022-02-09 04:27:16+00:00
univjungs,besok ptm lagi asik,2022-02-09 04:26:11+00:00
sksiid_nur,anaknya dimasa depan  ma dulu ketemu papa gimana dulu kita ketemu gegara ke prank ptm dek disekolah cma kita berdua doang plot twist banget,2022-02-09 04:25:46+00:00
xeesoxjee,ptm kapan ya gua butuh duit,2022-02-09 04:25:25+00:00
JWNL0VE,kalian ptm atau pjj,2022-02-09 04:25:12+00:00
luftilufti21,kl rabu onlineptm sm menguras tenaga anjir yaallah maaf ngeluh lg lg capek soalnyaaaa,2022-02-09 04:25:07+00:00
NurAlis74284183,pemerintah evaluasi aturan ptm wilayah ppkm level boleh terapkan kapasitas  menuju kejayaan nusantara,2022-02-09 04:24:58+00:00
kimdoyoungsmile,sudah kudagu ptm memang lebih baik,2022-02-09 04:24:53+00:00
xeesoxjee,enakan ptm pls selain materi bisa di mengerti bonusnya bisa ketemu ayang,2022-02-09 04:24:49+00:00
smk_krisaka,hari ini rabu februari telah dilaksanakan sidak di smk kristen klaten oleh tim satgas covid kabupaten klaten hasil sidak baik dan sudah mentaati protokol kesehatan sehingga tetap bisa melanjutkan kbm dengan ketentuan ptm ,2022-02-09 04:24:34+00:00
phynzx,wah seru tu bisa ptm pelajaran apa aja hari ini,2022-02-09 04:23:59+00:00
raowlll,benerr pjj bikin malas rasanya pengen rebahan terus klo ptm enak kaya lebih produktif gitu dehh asjkfgs,2022-02-09 04:23:56+00:00
hancuties,pdhl ptmpjj sama aja klo gurunya bisa,2022-02-09 04:23:34+00:00
noviadmyy,aku anggota ptm setiaaa setiap menerima pack tm bundaaa hihihi,2022-02-09 04:23:26+00:00
dieiein,ptm lebih nangkep aja pelajarannya,2022-02-09 04:23:24+00:00
AyuNadi66,evaluasi aturan ptm menuju kejayaan nusantara,2022-02-09 04:23:14+00:00
geunbul,thankyou ka floo  jujur takut sihh ptm karena lagi naik lagi kasus covidnyaa ,2022-02-09 04:22:37+00:00
MdSafiraa,bru bikin journal keseharian selama ptm  eh langsung pjj lg,2022-02-09 04:22:32+00:00
joooveon,seharusnya hari ini ptm tapi guruku ada rapat jadi pjj hehehe trs temen tiba tiba main ya udah ini lagi di rumah dia nanti malem mau nugas sih,2022-02-09 04:22:30+00:00
hiynab,plsss mau ptm aja kalo uprak gini mah,2022-02-09 04:22:21+00:00
salaamitusalam,hidup ptm keras kuat dan tahan lama,2022-02-09 04:22:08+00:00
sevasyafc,gaada pas ptm aja gaada istirahatnyatp dari jam  doang sihh,2022-02-09 04:21:29+00:00
Hopeachyy,ptm karena gw bisa diskusi dan langsung tanya jawab sm guru maupun temen btw cara belajar gw kek gtu,2022-02-09 04:21:04+00:00
alipiiuu,semoga cpt ptm yaa biar saya bs peluk kalian,2022-02-09 04:21:01+00:00
jawapos,gresik masuk ppkm level  smasmk terapkan ptm persen,2022-02-09 04:20:51+00:00
anaknyasuga_,masa iyaaa si ada yg kena kopid sekolah masih ptm ,2022-02-09 04:20:47+00:00
jwuniess,sedi bgt astaga onlen lagi moga aj bisa cepet ptm lagi,2022-02-09 04:20:37+00:00
penggwinchoi,ptm  serasa private class cuma orang yang masuk,2022-02-09 04:20:17+00:00
KenAyuuuu,pokoknya aku padamu lah bu ketum ptm ,2022-02-09 04:20:07+00:00
devicalt_,pengen ptm dah ,2022-02-09 04:19:54+00:00
07060j4,ptm soalnya udh klop bgt sama anak kelas,2022-02-09 04:19:50+00:00
tiramiss__u,ehehehe dari ngumpet gakdeng susah bagi waktu selama ptm,2022-02-09 04:19:42+00:00
elegiapi,siapa yang baru ptm hari langsung pjj iya aku,2022-02-09 04:19:39+00:00
naidafebrina,tya di sekolah tya udh  ptm nya,2022-02-09 04:19:36+00:00
jawapos,ptm dua sekolah dihentikan,2022-02-09 04:19:25+00:00
Staerrynight95_,haii kamu gmn kabarnya hari ini sekolah pjj atau ptm semoga harimu baik yaa semangatt ,2022-02-09 04:19:15+00:00
shethemaniac,aku pjj  tapi pas ptm gada yg ngeh aku bawa jga sih hahah,2022-02-09 04:19:13+00:00
riaupos,ptm dua sekolah dihentikan ,2022-02-09 04:19:05+00:00
jeonginsby,ptm tiap hari biar gue ga gabut kalo di rumah mulu cenderung males gerak jadi badan sakit semua,2022-02-09 04:18:28+00:00
YanaZzcl,ptm itu cinta damai ya kan bu sultan,2022-02-09 04:17:51+00:00
bucinkimiaaa, itu juga bukan didlm sekolah itu diwarung dekat sekolah sekolahku sejak ptm malah gaada kantinnya,2022-02-09 04:16:52+00:00
haranhoul,gw malas anjingg pgen cepet ptm,2022-02-09 04:16:47+00:00
d1l3mma7,yang ptm,2022-02-09 04:16:33+00:00
seaceous,ptm  trs masuknya cuma  seminggu,2022-02-09 04:16:31+00:00
katanya_nia,terbitkan diskresi ptm terbatas untuk lindungi para pelajar menuju kejayaan nusantara,2022-02-09 04:16:01+00:00
archaetypal,bosen bgt ptm ga ada gurunya,2022-02-09 04:15:44+00:00
JJHLV97,semoga ptm dehh ,2022-02-09 04:15:37+00:00
ggukiesunrise,pengen ptm pjj bikin stress ya allah asli,2022-02-09 04:15:36+00:00
elvpurple,tentu saja ptm di rumah stress  gapaham materi ngang ngong  hampir  natap layar lepi or hp  lingkungan ga mndukung pokonya jadi stress dan ga produktif,2022-02-09 04:15:24+00:00
iL0v3phuwin,huhuhu semoga zona ijo terus yaa stay safetpi ptm enak lohh tergantung ada temen apa gak sih ya,2022-02-09 04:14:44+00:00
BakriWin,ketua ptm memang kerensegala masalah langsung di beresin mantap ibu sultan,2022-02-09 04:13:58+00:00
morawiyaga,ptm saya butuh sosialisasi dengan orang lain,2022-02-09 04:13:53+00:00
mahedly,u aaa kamu masih ptm wa,2022-02-09 04:13:39+00:00
sampoevrna,ptm apa ga can,2022-02-09 04:13:35+00:00
ssamuthinkers,haloo moots udah pada selesai ptmpjj belum,2022-02-09 04:13:29+00:00
L100_ul,kok sekolah ku masih ptm  zie ya allah,2022-02-09 04:12:57+00:00
molopage,ptm krna kalo pjj ngantuk,2022-02-09 04:12:52+00:00
tiramiss__u,dari ngumpet wkwkwkwk agak susah bagi waktu ya fren ptm ,2022-02-09 04:11:42+00:00
userrndomcoy,di roling seminggu minggu ini pjj dlu mingdep ny ptm,2022-02-09 04:11:38+00:00
jklcbys,ptm lah tp bisa ga si kalo pas ptm tu gausah ada ulangan sama tugas kelompok,2022-02-09 04:11:37+00:00
sadbims,kta gua si ttp gak bakl ptm maret,2022-02-09 04:11:31+00:00
cheeniekjd,loh ptm,2022-02-09 04:11:09+00:00
wjoko568,saya bukan anggota ptm saya anggota pjj lagi bun  salam dari pangkalan nguli ,2022-02-09 04:10:56+00:00
mxbdntae,udh dr minggu kemarin minggu depan baru ptm lagi but terbatas ,2022-02-09 04:10:36+00:00
lvsashikiba,patata ptm  tokyo revengers,2022-02-09 04:10:28+00:00
kthjjk0t7,nggak ada  kalau ptm istirahat cuma menit,2022-02-09 04:09:49+00:00
NazaAsifa,ptm si karena seru kgk bnyk tugas vidio yng membuat memo sya penuh sya yng sekolah udah full aja masi belum kenal semua nama temen sya gimana pjj mungkin kgk afal semua nya  and kalau pjj jg kgk ada mapel yng masuk otak,2022-02-09 04:09:25+00:00
jaeshyunwfe,klo ak ptm terbatas ueue,2022-02-09 04:09:09+00:00
tontawine,ptm kok kaya lama bgt yh waktunya,2022-02-09 04:09:08+00:00
hanratheloo,padahal ptm tp masih aja ada tugas asu mana banyak bgt lagi,2022-02-09 04:08:53+00:00
vhopekooki,eh kok ptm maksudnya daring ,2022-02-09 04:08:45+00:00
cherrlyh,iyaa sesuai mood hshs kalau ptm bisa dapat uang jajann,2022-02-09 04:08:24+00:00
vlastqian,lsbdkebrbrkrnkrkrkr ptm gust,2022-02-09 04:08:03+00:00
vhopekooki,ini tuh udh mulai ptm lgi ya,2022-02-09 04:07:16+00:00
terezure,ptm buat praktek  kalau tugas mending pjj soalnya ya kalau ptm di buat nugas abis waktunya ,2022-02-09 04:06:39+00:00
lvnlrnnn,aaaa iya bener capee aku udah enak daring jadi kaya males klo disuruh ptm ,2022-02-09 04:05:54+00:00
GPpresidenku,ganjar pranowo minta ptm mengikuti kebijakan level daerah   jateng wadas,2022-02-09 04:05:49+00:00
AgusHarimurti16,kejar ptm persen bin lakukan vaksinasi pelajar di min kuala tungkal,2022-02-09 04:04:40+00:00
noworneverae,mau ptm juga,2022-02-09 04:04:31+00:00
hrjcrush,ptm soalnya lebih produktif aja gituu trs lebih ngerti materi juga krn dijelasin langsung dan bisa nanya nanya langsung ke guru kalo ga paham materi tapi pjj juga enak sii lebih fokus belajarnya,2022-02-09 04:04:19+00:00
sherasstar,enakan yg mana gt mksudnya  enakan ptm ,2022-02-09 04:03:22+00:00
cupidtacha,kuliahku ptm tp geser lg ke online ahahah,2022-02-09 04:03:19+00:00
yuiichiyy,ptm lebi seruu,2022-02-09 04:02:06+00:00
dearsyou,hari ini ptmpjj,2022-02-09 04:01:51+00:00
dearsyou,hari ini ptmpjj,2022-02-09 04:01:46+00:00
jawapos,satu siswa sd positif ptm dihentikan,2022-01-09 04:01:44+00:00
fianashy,ptm ngantuk banget shshshshhhh,2022-01-09 04:01:20+00:00
qrxchan,untung pjj coba kalo gua bacanya sambil ptm pasti dibilang orang gila ,2022-01-09 04:01:19+00:00
lampungpostid,dinas pendidikan kabupaten tubaba selasa  mengeluarkan surat edaran pemberhentian pembelajaran tatap muka ptm di sekolah dari tingkat paud sd dan smp hingga februari ,2022-01-09 04:01:15+00:00
mewgulfsahh,aduh both si  pjj ga perlu naik motor pagi mana jauh sekolah  trs keknya makin kusem aj bisa nyari jawaban di internet bisa tiduran klo pelajarannya   suka ptm lebih mudah nyerep pelajaran lbh semangat ketemu temen syy lebih byk olahraga,2022-01-09 04:00:56+00:00
himakomur,himakom info  pertemuan tatap muka terbatas assalamualaikum wr wb halo ikomers berdasarkan surat edaran nomor untu tentang petunjuk operasional pelaksanaan pertemuan tatap muka terbatasptmt,2022-01-09 02:33:18+00:00
PakBhabin_Badau,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan,2022-01-09 01:49:41+00:00
sahtpol,pertemuan tatap muka,2022-01-09 01:14:07+00:00
Brothwer,ptm kan pertemuan tatap muka pjj apa enggak mungkin pajak jalan jalan,2022-01-08 22:37:49+00:00
kompasiana,dilema pertemuan tatap muka,2022-01-08 14:04:02+00:00
sandityario,pengajar di kelas saya positif syukurlah mild symptoms jadi belio tetep bisa ngajar tapi selama dua minggu ke depan gada pertemuan tatap muka baru ngeh kalo untuk dua jam di zoom antum butuh data kurleb gb,2022-01-08 13:40:52+00:00
polsek_badau,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan,2022-01-08 13:08:39+00:00
Bawaslu_malang, mengisi surat pernyataan kesediaan mengikuti pelatihan sampai selesai fasilitas  materi perlatihan dalam bentuk file pdf dan sertifikat pelatihan masa pembelajaran  pembelajaran tatap muka selama kali pertemuan di kantor bawaslu kota malang,2022-01-08 07:21:42+00:00
deszea,besok gua ptm lagi tapi ptmt alias pertemuan tatap muka terbatas anjer terbatas,2022-01-08 06:27:09+00:00
Liaamal43799109,daring   foto dari wa semoga cuma hari jumat pertemuan tatap muka terbatas lagi aaamiin,2022-01-08 04:13:50+00:00
sigitraharjo86,arif di desa saya sudah sejak agustus atau september sekolah dasar masuk tatap muka dulu ada pertemuan dengan semua ortu semua setuju masuk sekolah sampai sekarang jg biasa saja dulu pake masker semuaz skrg tdk bahagia liat anak berlarian di sekolah jalan keliling desa,2022-01-08 02:20:17+00:00
ashlyashu,ptmsi  pertemuan tatap muka seluruh indonesia klo tenis meja yg di kantor gk ada yg ngurusin mnding dikasih ke anak di kampungkampung daripada juga ribut kampungan,2022-01-07 15:25:51+00:00
SayurBe44077109,orang kaya gini layak mati sebagai bajingan dapet dari pacar anak kampusnya yang dengan pede nya ngaku di grup kalo dia sempet kena covid tapi tetep ngikut pertemuan kuliah tatap muka emang anak bangsat,2022-01-07 14:14:53+00:00
ISP0SSESSED,lagi tangannya diluruskan ke depan di atas kedua paha yang merapat beberapa jemari bermain tak tentu sebagai usaha untuk menyamankan diri di tempat asing bersama orang asing pulaasing sebab hubungan terjalin lewat setengah tahun tanpa adanya pertemuan tatap muka oh ini,2022-01-07 13:46:58+00:00
wolvchannie,pertemuan tatap muka tai,2022-01-07 11:30:01+00:00
AllianzID,dengan pertemuan tatap muka yang masih dilaksanakan di beberapa wilayah di tengah meningkatnya kasus covid varian omicron orang tua dan sekolah harus ekstra hatihati dalam melindungi anak dari penularan covid simak cara mencegah penularan covid selama ptm,2022-01-07 11:00:02+00:00
tubirfess,btw kelakuan manusia jaman sekarang emang nekad itu ibu gurunya katanya mau ngajar pertemuan tatap muka dihadang sama mantan suaminya terus ditusuk  di depan gerbang sekolahan kita doakan semoga ibu gurunya husnul khatimah selain itu kasian juga sama anakanak sd cont,2022-01-07 10:55:06+00:00
humas_jogja,pada pertemuan tersebut sri paduka turut menegaskan bahwa tidak ada instruksi menghentikan pembelajaran tatap muka ptm di sekolah kebijakan pelaksanaan ptm ditentukan oleh masingmasing daerah sesuai dengan kondisi yang terjadi di lapangan ujar sri paduka,2022-01-07 10:09:40+00:00
GoRiauCom,terpapar covid pertemuan tatap muka smp negeri pekanbaru dihentikan,2022-01-07 08:55:56+00:00
Beritasatu,pm papua nugini telah kembali ke negaranya dari beijing setelah diagnosis positif covid menggagalkan rencana pertemuan tatap muka dengan para pemimpin tiongkok selengkapnya ,2022-01-07 08:20:29+00:00
GoRiauCom,terpapar covid pertemuan tatap muka smp negeri pekanbaru dihentikan,2022-01-07 08:01:09+00:00
doremiID,moms pasti mulai khawatir seiring dengan angka kasus yang meningkat dan si kecil yang mulai ptm pertemuan tatap muka tenang moms pastikan moms dan si kecil sudah memenuhi semua poin di atas seperti vaksin dan sekolah memiliki ventilasi yang baik,2022-01-07 04:33:09+00:00
urban1063fm,back to online karena kasus covid varian omicron terus bertambah pemerintah kota bandung akhirnya memutuskan untuk mengurangi  dari pertemuan tatap muka ptm di sekolahsekolah menurut kamu gimana nih anak urban kamu lebih suka sekolah offline atau online,2022-01-07 03:55:23+00:00
injeonkyuu,pertemuan tatap muka,2022-01-07 02:37:42+00:00
anggurkecut_,pertemuan tatap muka ,2022-01-07 02:03:25+00:00
lantas_poso,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid,2022-01-07 02:03:04+00:00
shoontells,pembelajaran jarak jauh pertemuan tatap muka,2022-01-07 01:58:09+00:00
floydermond,pertemuan tatap muka pertemuan jarak jauh kyknya ,2022-01-07 00:51:42+00:00
kyuutiies,pertemuan tatap muka pertemuan jarak jauh,2022-01-07 00:51:23+00:00
ynjaesoo_,mulai minggu ini kota semarang meniadakan ptm aka pertemuan tatap muka selama dua minggu dan balik lagi ke pembelajaran jarak jauh aka pjj,2022-01-06 23:51:58+00:00
Moonjinminnnn,mjb ptm itu pertemuan tatap muka klo pjj aku ga tau kpanjangannya sih tpi intinya itu daring gtuu,2022-01-06 20:55:57+00:00
triraca,puncak komedi  baru dikasih tau kalo aku dpet offline batch alias masuk kuliah tatap muka literally maret doang pertemuan meanwhile aku udh dapet kos bayar per bulan sampe april memang puncak komedi ,2022-01-06 16:19:44+00:00
bakekho,kalau kampusku ada matkul yang jadwalnya onlinedaring lewat zoom ada juga matkul yang jadwalnya luring pertemuan tatap muka,2022-01-06 01:35:45+00:00
RustifahRustyy,aku pernah jd tranding topic salah satu kelompom kelas zoom dibilang kayak pintar banget dan kaya gampang banget diskusi materi sama narasumber intinya kaya cool banget aku baru tau pas sudah pertemuan tatap muka dikasi tau sama anggota kelas zoom ,2022-01-05 13:52:01+00:00
ribedpol,di prank gak si pertemuan tatap muka ni,2022-01-05 11:45:33+00:00
pltkmrbn,ut kuliah tatap muka sejak kapan seinget gue ut cuma ngadain tutorial tatap muka bukan kuliah tatap muka itu pun cuma kali pertemuan sebelum akhirnya uas mohon pencerahannya ,2022-01-05 10:11:30+00:00
lilyeflowr,meanwhile yang kerjanya di lingkungan kampus atau sekolahan baru mulai pertemuan tatap muka gimana mau wfh ,2022-01-05 00:00:55+00:00
yusufgunawan,betul amp sdn pandanwangi,2022-01-04 23:32:14+00:00
hariankompas,lima murid dan seorang guru sma negeri  palangkaraya terkonfirmasi positif covid pihak sekolah pun akan melaksanakan pembelajaran jarak jauh dan membatalkan pertemuan tatap muka,2022-01-04 22:15:00+00:00
_putrilest,sebagai pengajar bimbel jadi tahu kalau circle penularan covid di sekolah udah mengarah ke parah semuanya berawal dari kebijakan  ptm pertemuan tatap muka minggu ini siswa bimbelku udah ada beberapa yg kena kemungkinan besar circle sekolah karena yg dateng ptm pd kena,2022-01-04 15:02:32+00:00
tempodotco,presiden china xi jinping mengadakan pertemuan tatap muka dengan presiden rusia vladimir putin di tengah ketegangan dengan negaranegara barat akibat memanasnya situasi di ukraina,2022-01-04 14:54:12+00:00
RantiSaff,ri setuju bu puan ga perlu memaksakan buat pertemuan tatap muka  kesehatan perlu jd prioritas,2022-01-04 13:28:23+00:00
fadieltunru,ii uhuy kurleb sama kbtlan skrg lgi ngambil  reguler di ut pilihannya ada kelas reguler atau full online kelas reguler sbnarnya online jg cm bedanya ada tatap muka  tiap semester skrg krn pandemi pertemuan ttp muka diganti msteamszoom,2022-01-04 13:19:38+00:00
mediaindonesia,pemerintah kota surabaya jawa timur akhirnya menerapkan kebijakan pertemuan tatap muka ptm  bagi sekolah dasar sd dan smp menyusul meningkatnya covid varian omikron,2022-01-04 11:43:37+00:00
xpresso2urlatte,haii take care ya mutual ku angka harian covid mulai meningkat mulai tingkatkan prokes dan hindari pertemuan tatap muka sebisa mungkin lindungi diri anda lindungi keluarga lindungi kita semua maybe it sounds like bullshit but heck yeah the shit is here,2022-01-04 08:33:38+00:00
DarulAqron,hanna its malah mulai pertemuan tatap muka mulai feb ,2022-01-04 07:46:26+00:00
JYPESARIMI,ptm pertemuan tatap muka pjj pertemuan jalan jalan,2022-01-04 04:47:13+00:00
tolis_res,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid,2022-01-04 00:22:08+00:00
ayahojakhehe,pertemuan tatap muka woi  pjj pembelajaran jarak jauhhhh,2022-01-04 00:04:19+00:00
MamujuPolresta,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan vaksinasi cegah pandemi,2022-01-03 11:35:35+00:00
arioadimas,tapi keputusan untuk tetap pertemuan tatap muka di momen seperti ini menyeramkan juga ya apalagi beberapa teman bilang kemungkinan besar mereka tertular justru dari anak,2022-01-03 11:04:48+00:00
himanistikunri,poinpoin penting terkait ketentuan pelaksaan pertemuan tatap muka terbatas dapat dilihat pada surat edaran yang telah ditampilkan pada slide silahkan diunduh dengan klik link dibio yaa wassalamualaikum wrwbshalomom swastyastunamo buddhayasalam kebajikan ,2022-01-03 09:20:17+00:00
himanistikunri,berikut surat edaran terkait petunjuk operasional pelaksanaan pertemuan tatap muka terbatas ptmt semester genap ta ,2022-01-03 09:20:05+00:00
kompascom,melalui diskresi ini pemerintah daerah bisa mengubah pertemuan tatap muka ptm di sekolah yang awalnya persen menjadi ptm persen,2022-01-03 09:11:06+00:00
ResBangka,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid,2022-01-03 08:12:48+00:00
Christo34642761,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan vaksinasi cegah pandemi,2022-01-03 06:38:40+00:00
pipafaustin2,pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid vaksinasi cegah pandemi,2022-01-03 06:22:40+00:00
PolsekUlin,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan vaksinasi cegah pandemi,2022-01-03 06:13:37+00:00
polresbjb,lagi di sekolah tetap pakai masker dan jaga jarak pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid,2022-01-03 05:51:49+00:00
Res_bateng,pertemuan tatap muka ptm belajarmengajar di sekolah telah di mulai namun selalu ingatkan si kecil ya moms untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid vaksinasi cegah pandemi,2022-01-03 05:42:14+00:00
