,Username,Content,Location,Created at,Month
498,3D1_51R3G4R_7,"mengalihkan kegiatan belajar menjadi daring untuk waktu yang singkat, yaitu dalam beberapa hari bisa dilakukan. bilamana situasi dinilai sudah kondusif, ptm sudah bisa dilaksanakan kembali.  #demokratbersamarakyat ahy pemimpin perubahan", Indonesia,2022-08-02 14:35:47+00:00,
499,Ghabrananahi1,ptm ki baari.,,2022-08-02 14:22:55+00:00,
500,TulangBawang,wagub lampung minta prokes ketat saat ptm,"Tulang Bawang, Lampung",2022-08-02 14:12:34+00:00,
501,kumparan,dinkes palembang berkoordinasi dengan dinas pendidikan untuk melakukan pencegahan agar covid-19 tidak semakin meluas selama ptm. #publisherstory,,2022-08-02 14:03:20+00:00,
502,criseIIa,"@convomfs sangat low, semenjak ptm battery healthnya menurun drastis",she/they,2022-08-02 14:01:22+00:00,
503,studywithpuffie,"@arrchivee_ udah dikasih tau ngerjain yang apa? misal hal ini sampe ini gitu? kalo udah gitu mending dikerjain dari rumah sih, cuman kalo semood gurunya mending nangis aja, aku dulu kan gada ditunjuk tunjuk pas kelas 12 karna ptm terbatas jadi guru ditempatnya murid juga duduk aja",,2022-08-02 14:00:07+00:00,
504,inayatkhanpti92,@ansaraabbasi chalo bajwa ko apni gand do buhad krly hum nai zindabad buhad krly hum nai afsos ptm sai buhad galya khaly hum nai akhir my kya mla hum ko ghadar ka khtab jo es gadar general nai hum far lgaya,Pakistan,2022-08-02 13:58:58+00:00,
505,93kihyuks,@wei__official ptm harta,nct ˒ wayv ˒ a.c.e ˒ ateez ˒ cix⠀⠀  ⠀ ⠀⠀⠀   ⠀ ⠀⠀⠀   ⠀ ⠀⠀⠀   ⠀ ⠀⠀⠀   ⠀ mx ˒ astro ˒ victon ˒ skz ˒ tbz ⠀⠀⠀   ⠀ ⠀⠀⠀   ⠀⠀⠀   ⠀ ⠀⠀⠀   ⠀ ⠀⠀⠀   ⠀ ⠀᭝ ♡. ,2022-08-02 13:58:10+00:00,
506,G0P4NK_G0P4NG_7,"mengalihkan kegiatan belajar menjadi daring untuk waktu yang singkat, yaitu dalam beberapa hari bisa dilakukan. bilamana situasi dinilai sudah kondusif, ptm sudah bisa dilaksanakan kembali.  #demokratbersamarakyat ahy pemimpin perubahan",Indonesia,2022-08-02 13:37:56+00:00,
507,mowchaccino,amnjink bayangin aja pas ptm kemaren pulang jam 12 trs jalan kaki lewat tugu muda (((almost everyday))),'O4,2022-08-02 13:22:11+00:00,
508,M_WaqasMaqsood,@noorullah_ptm indian kutta hona dollar ly k baqwas krna or mulk k khilaf karwaiya krna ye sb ghadari hai baki or achay sy jana hai to wo b phr khul k btao ga,,2022-08-02 13:19:42+00:00,
509,aayamessimp,"kelas aku doang tapi, sama satu kelas di kelas 8, sisanya masi ptm 😔",,2022-08-02 13:19:36+00:00,
510,BukanSonic,"besok bawa kaos seragam yang dipake senin kemarin, info dari ptm.",,2022-08-02 13:13:35+00:00,
511,ggomdolli,"ga ngerti lg badan gue serasa remuk, social energy gue abis padahal ptm 100% bru jalan beberapa minggu doang... trs ini badan gue bakal kek gmn smpe akhir taun nanti😭🔫",,2022-08-02 13:11:19+00:00,
512,hariankompas,"pembelajaran tatap muka 100 persen di tahun ajaran baru 2022/2023 berangsur-angsur  lancar. namun, kewaspadaan pada penularan kluster sekolah tetap harus diantisipasi. ptm dihentikan sementara jika ada kasus positif. #dikbud #adadikompas","Palmerah, Jakarta",2022-08-02 13:05:08+00:00,
513,kompasmuda,"pembelajaran tatap muka 100 persen di tahun ajaran baru 2022/2023 berangsur-angsur  lancar. namun, kewaspadaan pada penularan kluster sekolah tetap harus diantisipasi. ptm dihentikan sementara jika ada kasus positif. #dikbud #adadikompas","ÜT: 62.478419,21.330711",2022-08-02 12:55:50+00:00,
514,kumparan,dinas pendidikan pemprov dki jakarta menerbitkan surat edaran (se) nomor e-0036/se/2022 yang mengatur pelaksanaan pembelajaran tatap muka (ptm). #kumparannews,,2022-08-02 12:53:03+00:00,
515,kazuhasaurus,@sbmptnfess str/ptm nderr,,2022-08-02 12:49:18+00:00,
516,NoorSal51052839,@noorullah_ptm mashra blkl sahi kaha hai ap ne,,2022-08-02 12:39:12+00:00,
517,cekayekaa,kok w baru sadar pas ptm,,2022-08-02 12:17:32+00:00,
518,jechanyeol,ak ptm paham materi bgt ak gk mau balik jd goblok,,2022-08-02 12:09:59+00:00,
519,schneeundsterne,@mutjuukyuu mentang mentang dah full ptm anying🤣,carrd byf pls.,2022-08-02 12:08:54+00:00,
520,inogembul,@gembalabirybiry iyh aslie sm uda banyak yg kena tp ttp ptm,"% @straykids our home ,SHE/HER",2022-08-02 11:50:06+00:00,
521,butterbeanscafe,"aku akhir2 ini jarang bgt up progress huhu pulsek ptm full day udah ngantuk bgt, pusing, capek t________t",she/her,2022-08-02 11:25:32+00:00,
522,KKeifayat,@malikhe10425018 khan sahab tusi fikar na karo chhodo ine inshallah ptm ka hath ma hoga ....,,2022-08-02 11:20:42+00:00,
523,ningningpcrjay,"@convomf semester 1 kagak, soalnya masih ptm terbatas. kalau semester dua iya, cuman pas semester 2 capek nya nauzubillah",Jake and Jay Heart she/her '17,2022-08-02 11:19:19+00:00,
524,jawapos,"sejak ptm, antrean perpustakaan keliling di sidoarjo meningkat",Jakarta,2022-08-02 11:13:03+00:00,
525,lamanriau,"jika temukan pelajar terkena covid-19, disdik pekanbaru langsung hentikan ptm",Indonesia,2022-08-02 11:05:17+00:00,
526,awanakbaik,"@schfess pas kelas 10 waktu percobaan ptm pertama kalii, ntu pas dah deket sekolah aku pelan pelan karna belum tau parkir dimana trus ternyata ada bapa bapa yang ngarahin ke parkiran awkwk",she/her magic,2022-08-02 11:02:27+00:00,
527,dumadumaria,"baru banget nikmatin gemeshnya ptm, tapi ketat ketir kalo denger yang positif.",Bandung ,2022-08-02 11:00:30+00:00,
528,AmirDemokrat,"mengalihkan kegiatan belajar menjadi daring untuk waktu yang singkat, yaitu dalam beberapa hari bisa dilakukan. bilamana situasi dinilai sudah kondusif, ptm sudah bisa dilaksanakan kembali.  #demokratbersamarakyat ahy pemimpin perubahan","Gayo Lues, Nangro Aceh Darussa",2022-08-02 10:59:13+00:00,
529,yadikumuloh,"kebiasaan pjj ketika ptm, pulang jam set 4 eskul sampe jam set 6",,2022-08-02 10:57:04+00:00,
530,enginafess,#NAME?,Rules 👉🏻,2022-08-02 10:56:41+00:00,
531,e100ss,kemendikbudristek: penghentian ptm sebatas rombel jika ada siswa terkena covid-19,"Kota Surabaya, Jawa Timur",2022-08-02 10:44:33+00:00,
532,daniyalbm,@speckypukhtana they're irrelevant. ptm ko dekh len. laal brigade puri dekh len including these feminazis of pakistan. foreign funding case agr in pe chala tou human rights ki sab international organizations ajayen gi in k liye.  abhi mithai khanay den inhon ne kal ulti krni hai dobara.,"Islamabad, Pakistan",2022-08-02 10:41:06+00:00,
533,prikitiewwwz,gue mau ptm 😭😭😭😭😭😭,"Depok, Indonesia",2022-08-02 10:40:03+00:00,
534,angetmendoane,"mengalihkan kegiatan belajar menjadi daring untuk waktu yang singkat, yaitu dalam beberapa hari bisa dilakukan. bilamana situasi dinilai sudah kondusif, ptm sudah bisa dilaksanakan kembali.  #demokratbersamarakyat ahy pemimpin perubahan",,2022-08-02 10:38:24+00:00,
535,Chrs49937622,@tanyp12 tenang aje bentar lagi kasus covid makin tinggi aturan ptm yang baru di terbitin nanti juga di tingkatkan,,2022-08-02 10:38:23+00:00,
536,pchyriz,"@getptn sumpah sama bgttt, semenjak ptm fullday jarang bgt nyentuh theking wangsit😭",unknown,2022-08-02 10:18:00+00:00,
537,Pujiono08758701,"mengalihkan kegiatan belajar menjadi daring untuk waktu yang singkat, yaitu dalam beberapa hari bisa dilakukan. bilamana situasi dinilai sudah kondusif, ptm sudah bisa dilaksanakan kembali.  #demokratbersamarakyat ahy pemimpin perubahan","Jawa Tengah, Indonesia",2022-08-02 10:15:22+00:00,
538,_21O5,@larouugee thank god 😵‍💫😵‍💫😵‍💫 semoga bisa ptm lagiii huhuuhuhuu,,2022-08-02 10:11:50+00:00,
539,nam_sofiya,@sbmptnfess ptm impian 2 dan prodi sesuai ama jurusan pas smk,,2022-08-02 10:09:30+00:00,
540,BatamPos,penghentian ptm hanya berlaku untuk kelas,"Gedung Graha Pena Lt.3, Batam",2022-08-02 09:57:16+00:00,
541,TRendusara,"mengalihkan kegiatan belajar menjadi daring untuk waktu yang singkat, yaitu dalam beberapa hari bisa dilakukan. bilamana situasi dinilai sudah kondusif, ptm sudah bisa dilaksanakan kembali.  #demokratbersamarakyat ahy pemimpin perubahan",,2022-08-02 09:51:30+00:00,
542,KashonMY,"malas nak pergi isi angin kat petrol station.   kalau benda kecik comel macam ni memudahkan, kena ada lah satu. petrol station pun bukan semua pam elok.   link :",,2022-08-02 09:45:17+00:00,
543,MarwanWazir786,pti walay ptm per ilzaam laghatay tay k ye raw ka ajent ha ab ajent kon ha btavo youthio,,2022-08-02 09:42:40+00:00,
544,PatiKomStra,"mengalihkan kegiatan belajar mjd drng utk wkt yg singkat, yaitu dlm beberapa hari bs dilakukan. bilamana situasi dinilai sudah kondusif, ptm sudah bs dilaksanakan kembali.  #demokratbersamarakyat ahy pemimpin perubahan  3","Pati, Jawa Tengah",2022-08-02 09:32:23+00:00,
545,komisarispolit1,untuk peserta didik yang terkonfirmasi covid-19 paling sedikit dilakukan penghentian ptm selama 5 hari. #strategimemajukanri #menujuekonomirimaju 15 rb buggy arab kabul @kemdikbud_ri,"DKI Jakarta, Indonesia",2022-08-02 09:19:44+00:00,
546,Negerijaya1,"aturan terbaru ptm dari kemendikbudristek, yakni jika ada yang terpapar covid-19 tidak 1 sekolah pendidikan online. #strategimemajukanri #menujuekonomirimaju 15 rb buggy arab kabul",,2022-08-02 09:18:34+00:00,
547,Kathyrdzl,@whosd4na hell nawr dana yaaaaa ptm,"Tijuana, Baja California",2022-08-02 09:16:19+00:00,
548,RinnoHamdi,@apriyan1reynard dalam se tersebut pemerintah meminta penghentian sementara pembelajaran tatap muka (ptm) di satuan pendidikan dilakukan pada rombongan belajar yang terdapat kasus konfirmasi covid-19 apabila terjadi klaster penularan covid-19 di satuan pendidikan,Padang Malang,2022-08-02 09:10:03+00:00,
549,Kabir6228,"@iffiviews kuch bhi nahi hoga, yahi party funding k cases ppp, pmln, jui, mqm aur ptm ke galle mein parenge, pti ka name change kar denge bas.",,2022-08-02 09:03:27+00:00,
550,enaipeun07,"@starfess and for sure khusus di manifesto: day 1, shout out asli nggak ada lawan. gue bener2 sampe nangis dengerin ini wkwkwkwk heran banget. suara anak2 bener2 bagus, stable terus pas sama partnya masing2. nggak paham lagi gueee. tapi ptm keren banget kookkk.",world - 03L - perempuan,2022-08-02 08:58:34+00:00,
551,holopiscom,pusat riset antariksa badan riset dan inovasi nasional (brin) mengonfirmasi jika benda asing yang terbang melintasi langit kalimantan dan sumatera beberapa hari lalu adalah sampah antariksa china.  selengkapnya di   @ptm_brin  #sampahantariksa,Jakarta,2022-08-02 08:49:01+00:00,
552,renato_ptm,@punyajw @alter4kuro fakta itu menyakitkan sih,"Jakarta Capital Region, Indone",2022-08-02 08:48:42+00:00,
553,BakomstraKota,"mengalihkan kegiatan belajar menjadi daring untuk waktu yang singkat, yaitu dalam beberapa hari bisa dilakukan. bilamana situasi dinilai sudah kondusif, ptm sudah bisa dilaksanakan kembali.  #demokratbersamarakyat ahy pemimpin perubahan",,2022-08-02 08:36:33+00:00,
554,DiahEnur,"mengalihkan kegiatan belajar menjadi daring untuk waktu yang singkat, yaitu dalam beberapa hari bisa dilakukan. bilamana situasi dinilai sudah kondusif, ptm sudah bisa dilaksanakan kembali.  #demokratbersamarakyat ahy pemimpin perubahan",,2022-08-02 08:36:05+00:00,
555,Pdemokratkabsrg,"mengalihkan kegiatan belajar menjadi daring untuk waktu yang singkat, yaitu dalam beberapa hari bisa dilakukan. bilamana situasi dinilai sudah kondusif, ptm sudah bisa dilaksanakan kembali.  #demokratbersamarakyat ahy pemimpin perubahan","Kabupaten Serang, Banten",2022-08-02 08:34:31+00:00,
556,haibundacom,"terdapat enam aturan ptm terbaru berdasarkan kemendikbudristek terkait kasus covid-19. seperti apa peraturan terbaru tersebut? simak selengkapnya yuk, bunda.",Indonesia,2022-08-02 08:26:32+00:00,
557,SAi_maSiPhuL,"mengalihkan kegiatan belajar menjadi daring untuk waktu yang singkat, yaitu dalam beberapa hari bisa dilakukan. bilamana situasi dinilai sudah kondusif, ptm sudah bisa dilaksanakan kembali.  #demokratbersamarakyat ahy pemimpin perubahan","Jawa Tengah, Indonesia",2022-08-02 08:24:50+00:00,
558,PerempuanPD,"mengalihkan kegiatan belajar menjadi daring untuk waktu yang singkat, yaitu dalam beberapa hari bisa dilakukan. bilamana situasi dinilai sudah kondusif, ptm sudah bisa dilaksanakan kembali.  #demokratbersamarakyat ahy pemimpin perubahan",,2022-08-02 08:24:17+00:00,
559,jpnncom,"sebaran kasus covid-19 di kota mataram masih landai, namun sekolah wajib tutup jika ada siswa positif  #ptm",Indonesia,2022-08-02 08:15:06+00:00,
560,BakomstraJ,"mengalihkan kegiatan belajar menjadi daring untuk waktu yang singkat, yaitu dalam beberapa hari bisa dilakukan. bilamana situasi dinilai sudah kondusif, ptm sudah bisa dilaksanakan kembali.  #demokratbersamarakyat ahy pemimpin perubahan",,2022-08-02 08:12:46+00:00,
561,bergeloralah,"tetap sehat dan semangat..! terbitkan surat edaran, nadiem minta sekolah hentikan ptm selama 7 hari jika ditemukan kasus covid-19",,2022-08-02 08:05:43+00:00,
562,detikedu,berapa lama ptm akan dihentikan jika ada kasus covid-19? ini aturannya,,2022-08-02 08:02:03+00:00,
563,macanutara_,"mengalihkan kegiatan belajar menjadi daring untuk waktu yang singkat, yaitu dalam beberapa hari bisa dilakukan. bilamana situasi dinilai sudah kondusif, ptm sudah bisa dilaksanakan kembali.  #demokratbersamarakyat ahy pemimpin perubahan",,2022-08-02 07:59:49+00:00,
564,medcom_id,temuan kpai soal ptm: siswa tak takut ke sekolah meski ada kasus covid-19 hingga kantin ramai orang,"Jakarta Capital Region, Indone",2022-08-02 07:55:14+00:00,
565,beritacovid,"#6 aturan ptm terbaru kemendikbudristek, sekolah dihentikan jika ada kasus covid-19 - haibunda #covid #covid19",,2022-08-02 07:44:57+00:00,
566,kangandribdg,kemendikbudristek minta ptm dihentikan 5-7 hari jika ada penularan covid-19 di satuan pendidikan,"Bandung, Indonesia",2022-08-02 07:42:45+00:00,
567,UNetizens,"@ubsansfess gk mesti juga sih kalo offline, kemaren gua 3 sks ptm cuman sejam wkwk",,2022-08-02 07:37:46+00:00,
568,piynutz,@ketarpetir__ andre bsk udh ptm,dnf,2022-08-02 07:32:55+00:00,
569,curescars,@schfess ptm sampe jam 12 aja plisss tolonggg😭😭😭😭😭😭,,2022-08-02 07:32:21+00:00,
570,RRIPrograma3,"oleh karena itu, ia menambahkan bahwa kpai mengapresiasi dan mendukung kebijakan yang dikeluarkan oleh pemerintah untuk menyetop sementara ptm jika kasus covid-19 terus meningkat.",Jakarta Capital Region,2022-08-02 07:31:39+00:00,
571,UZAIR03033850,@fawadchaudhry ptm ko bora math kaho ptm pakhton ke awaz hy,,2022-08-02 07:30:46+00:00,
572,taleem_ko_izzat,@fawadchaudhry ap ne ye tehqeet kahan se ke ke ye accounts ptm ke nikal ae dabbu.,"کراچی, پاکستان",2022-08-02 07:22:56+00:00,
573,RRIPrograma3,"#live wawancara komisi perlindungan anak indonesia (kpai) - retno listyarti terkait stop ptm jika ditemukan kasus covid-19.  selengkapnya dengarkan di 88,8fm, rrinet &amp; rri playgo. –amd",Jakarta Capital Region,2022-08-02 07:20:29+00:00,
574,kecwi,tapi kalo nanti pasti dikirim pas aku ptm takut bngt yg nerima paket emak ku,u're Gf.,2022-08-02 07:18:35+00:00,
575,metrojambi,kemendikbudristek terbitkan aturan terbaru terkait ptm -  | berita jambi digital,"Jambi,Indonesia",2022-08-02 07:13:41+00:00,
576,yunhotcakes,hagan stream en bugs ptm,03' | SHE%HER,2022-08-02 07:11:33+00:00,
577,HYBECLOSETHEGYM,"@enginafess org2 gaberani ngover dance ptm rata2 takut malu2in diri sendiri katanya :"")",ID,2022-08-02 07:10:51+00:00,
578,AmriMeneh,ojo di ti2pke ptm ku @affaminati,,2022-08-02 07:08:52+00:00,
579,Nasikin_MA,"@ritafauzh mereka gak pakai tm, jadinya mudah ngeces 🤭 harusnya sowan dulu ke ketum ptm yg masih abegeh tuk minta tm biar kuat dan tdk mudah ngeces 😊 bukankah begitu busul abegeh @ritafauzh ?","Pekalongan, Jawa Tengah",2022-08-02 07:08:46+00:00,
580,pikiran_rakyat,"antisipasi kluster sekolah, kemendikbud terbitkan edaran setop sementara ptm","Bandung, Jawa Barat",2022-08-02 07:02:34+00:00,
581,idnjaya89,radar bogor : kemendikbudristek keluarkan se terbaru soal ptm 100 persen,,2022-08-02 07:00:08+00:00,
582,babbbimx,@gadielgutierrez jqhdkahajahajaja ptm😭😭😭,,2022-08-02 06:56:32+00:00,
583,lovingJayP4rk,"@beiwgyu btul, ptm smngt jg yh💪",Jay's heart,2022-08-02 06:51:24+00:00,
584,enginafess,"-en rasa kangen encok yuk kita striming ptm sampe jebol, semangat kitaa💕",Rules 👉🏻,2022-08-02 06:32:16+00:00,
585,LaVeneno_20,@vic86063663 iwual soy gay sjdjjdibcjsdj ptm,"Montevideo, Uruguay",2022-08-02 06:28:39+00:00,
586,medcom_id,pemda diminta buat surat edaran lanjutan dari diskresi skb 4 menteri soal ptm,"Jakarta Capital Region, Indone",2022-08-02 06:15:14+00:00,
587,kumparanMOM,kasus covid-19 kembali naik di tengah ptm yang sudah berlangsung 100 persen di berbagai daerah. ini aturan terbaru yang dikeluarkan mendikbudristek nadiem makarim. #kumparanmom,,2022-08-02 06:02:32+00:00,
588,stayinauqat,ptm ko foreign funding ka dg ispr btaty hen. ec kuch nahi kehta. phr wo hakoomat mr a ajaty hen or sar-tasleem-e-kham. xd,"Lahore, Pakistan",2022-08-02 05:54:21+00:00,
589,aloeenature,@shandy_un1ty plssss eh paradoxx ajaa bangg kalau susah bgt ptm,she/her,2022-08-02 05:52:20+00:00,
590,jawapos,"aturan baru: 1 positif, ptm rombongan belajar berhenti 7 hari",Jakarta,2022-08-02 05:43:53+00:00,
591,dynamitespicy,ptm cuman berduaaa,,2022-08-02 05:40:38+00:00,
592,Fortune_IDN,penghentian ptm hanya pada rombongan belajar yang terpapar.,,2022-08-02 05:40:05+00:00,
593,Sanaull82210163,@fawadchaudhry hay ketty ky bachy agar ptm waly itny derty ty na tu wo per ptm keu join karty hy lakh dy lanat,,2022-08-02 05:36:56+00:00,
594,spaceturns,"@schfess susah nder, aku hampir 2 semester dari awal ptm sampai sekarang sama sekali ga punya temen, kalau ngobrol jg bahas tugas2 doang. kadang pgn ikutan join main sama yg lain tapi ya gitu deh orang2 nya jujur susah bgt ga kuat, serius. pulang sekolah selalu nangis mulu :')",She/her,2022-08-02 05:34:18+00:00,
595,IniBalikpapaner,"kasus covid-19 melonjak, pemerintah daerah bisa hentikan ptm, ini ketentuannya",Balikpapan ,2022-08-02 05:33:49+00:00,
596,mondaykkim,"kasus covid19 melonjak, puan maharani minta masyarakat untuk mengurangi aktivitas keramaian dan perketat proses ptm.  puan capres pdip",NOT REAL  |  ENG.,2022-08-02 05:32:02+00:00,
597,TrijayafmSby,"kasus covid-19 di indonesia sedang mengalami tren kenaikan. di sisi lain, pembelajaran tatap muka (ptm) di sekolah sudah digelar 100 persen. oleh sebab itu, ptm dikhawatirkan meningkatkan risiko penularan covid-19.",,2022-08-02 05:26:52+00:00,
598,nurenmajdina,5 hari ptm tidur 2 jam ja sehari. hari last tidur 1 jam ja sebab kena sentri. drive balik penang-kt 10 jam pulak. kena qada tidur 48 jam baru cukup ni 🥱🥱,Wellington | Dalam hati awak,2022-08-02 05:26:35+00:00,
599,valeriaperezro,@mine55fernandez wey si ptm hahaha,"Guadalajara, Jalisco",2022-08-02 05:23:36+00:00,
600,tempodotco,ptm dihentikan selama 5 hari apabila ada siswa terjangkit covid-19  #tempofoto,Indonesia,2022-08-02 05:23:33+00:00,
601,honeyou4,perketat pengawasan prokes ptm 100 persen. program jokowi terdepan,,2022-08-02 05:13:34+00:00,
602,mediamonitor21,penghentian ptm hanya berlaku untuk kelas,,2022-08-02 05:12:06+00:00,
603,antaralampung,wagub lampung minta prokes ketat saat ptm,"Lampung, Indonesia",2022-08-02 05:11:45+00:00,
604,FurqanMir15,@fawadchaudhry ab ye ptm or bla k accounts hogaya. koi sharam koi haya.,,2022-08-02 05:06:35+00:00,
605,jawapos,penghentian ptm hanya berlaku untuk kelas,Jakarta,2022-08-02 05:05:03+00:00,
606,minhitopene,wei io era tan felis kuando no la konosia ptm pk metubiste ke ablar,karita fashera fasherita,2022-08-02 05:00:45+00:00,
607,jawapos,"kemendikbudristek terbitkan se terbaru soal ptm 100 persen, ini isinya",Jakarta,2022-08-02 05:00:18+00:00,
608,lampungpost_,pemerintah kota (pemkot) metro memastikan pembelajaran tatap muka (ptm) dapat berjalan dengan lancar dan tidak bada kendala apapun.  #ptm #pendidikan #lampungpost,"Lampung, Indonesia",2022-08-02 04:59:04+00:00,
609,meekoosaurus,sts tpi w mls bgt bsk ptm broh mana ada si monyet di kelas gw,J'OUVERT,2022-08-02 04:51:32+00:00,
610,IndraAbsensi,"gimana nih kondisi belajar mengajar saat ini??? ☺️ nampaknya sudah mulai merasakan perbedaan dan harus adaptasi lagi ya di tahun ini 🤔  sistem manajemen sekolah &amp; universitas yang punya fitur super lengkap, mau ptm ataupun pjj nggak akan jadi masalah 🏫","Bekasi, Jawa Barat",2022-08-02 04:47:28+00:00,
611,SAKokusho,@meeku_nfn @ladynovita2 @playwarframe la ptm susumeeku,"San Nicolás de los Garza, Nuev",2022-08-02 04:46:45+00:00,
612,kalderanews,"diskresi ptm dihentikan 5-7 hari, inilah isi lengkap surat edaran kemendikbudristek tersebut -  ........",Jakarta,2022-08-02 04:46:34+00:00,
613,kalderanews,"diskresi ptm dihentikan 5-7 hari, inilah isi lengkap surat edaran kemendikbudristek tersebut -",Jakarta,2022-08-02 04:46:28+00:00,
614,kokooshin,"pernah!!! aku sd smp pas ada yg ngobrol (pasti) bilang aku kurus. pas daring udh mau selesai kan ptm. temen sekelas ada ngebahas topik f: ""gais berat badanku nambah""  s: ""wajarlah kan cuma diem dirumah klo ga itu ga dikasih makan namanya.""  aku dengerin secara langsung hatiku —",,2022-08-02 04:40:37+00:00,
615,zahavyn,@sbmptnfess baiknya les online saja nder karena sepengalamannya teman saya yang les offline. saat ptm di tempat les lebih menekankan latihan soal ketimbang pengulangan materi,,2022-08-02 04:39:27+00:00,
616,detikcom,"kemendagri umumkan seluruh indonesia berstatus ppkm level 1. lalu, bagaimana ya aturan ptm di sekolah? simak penjelasannya.  via: @detikedu","Jakarta, Indonesia",2022-08-02 04:36:50+00:00,
617,jpnncom,dirjen adwil kemendagri safrizal za menjelaskan aturan ptm pada masa perpanjangan ppkm. #ppkm,Indonesia,2022-08-02 04:21:02+00:00,
618,medcom_id,"anggap covid-19 flu biasa, masyarakat keras kepala tetap ingin ptm","Jakarta Capital Region, Indone",2022-08-02 04:15:14+00:00,
619,Ilov3gnf,jalsaksjaks ptm eso no,mexa cmo louis,2022-08-02 04:10:09+00:00,
620,kissbumblee,didisnsuskejwuw ptm que,"Lima, Peru",2022-08-02 04:06:45+00:00,
621,MSNindonesia,"ppkm level 1 diperpanjang di seluruh daerah, ptm tetap 100%",Indonesia,2022-08-02 04:00:53+00:00,
622,renxyp,jamdmamsm ptm,she shouldn't be alone ,2022-08-02 04:00:42+00:00,
623,eradotid,"""jika ada kasus covid-19 yang dihentikan sementara aktifitas ptm hanya di rombongan belajar, bukan di satuan pendidikan,"" katanya",Jakarta Capital Region,2022-08-02 04:00:01+00:00,
624,Suarajelata1,"ptm di sinjai telah berjalan normal, kadis pendidikan tetap tekankan prokes","Sinjai, Sulawesi Selatan",2022-08-02 03:54:22+00:00,
625,andreaea25,ptm me maman sus vn🤤,"Guanajuato, México",2022-08-02 03:38:44+00:00,
626,jawapos,"hanya di rombel, tidak seluruh aktivitas ptm di sekolah",Jakarta,2022-08-02 03:37:33+00:00,
627,KATADATAcoid,pemerintah kembali memperpanjang ppkm level 1 di seluruh wilayah. satuan pendidikan tetap menerapkan pembelajaran tatap muka (ptm) 100%.,Jakarta,2022-08-02 03:35:48+00:00,
628,PanritaNews,"tindaklanjuti se mendikbudristek terkait ptm, pemkot parepare pastikan prokes ketat dan vaksinasi lengkap",Sulawesi Selatan - Indonesia,2022-08-02 03:31:48+00:00,
629,detikedu,"seluruh indonesia ppkm level 1, bagaimana aturan ptm di sekolah?",,2022-08-02 03:31:20+00:00,
630,sekarra61478332,selama ptm harus tetap disiplin prokes program jokowi terdepan,,2022-08-02 02:55:21+00:00,
631,sekarra61478332,@indrian950 ptm penting ikuti prokes program jokowi terdepan,,2022-08-02 02:47:48+00:00,
632,Indrian950,disdik palangkaraya perketat pengawasan prokes ptm 100 persen  program jokowi terdepan,,2022-08-02 02:45:13+00:00,
633,Andiriego_,@penyair_berdiri @puanmaharani_ri ptm nya wajib prokes  #wajibvaksindisiplinprokes agustus 2022,"Bandung, Jawa Barat",2022-08-02 02:41:22+00:00,
634,thvberl,nonononononono no me jodas ptm,.•°,2022-08-02 02:32:18+00:00,
635,tempodotco,perlunya anak diajarkan disiplin protokol kesehatan selama ptm  #tempogaya,Indonesia,2022-08-02 02:25:37+00:00,
636,sansantos209,ya prendi ptm,Damigibi,2022-08-02 02:17:18+00:00,
637,garuda080,@forjakeu ptm harus dengan prokes  #wajibvaksindisiplinprokes agustus 2022,"Bandung, Jawa Barat",2022-08-02 02:10:11+00:00,
638,garuda080,@anggita_lung ptm wajib prokes #wajibvaksindisiplinprokes agustus 2022,"Bandung, Jawa Barat",2022-08-02 02:08:31+00:00,
639,02zEngene,"@heart4jaeyunnn tadi paradox, sekarang ptm",punya ikeu♡,2022-08-02 02:05:52+00:00,
640,garuda080,@penyair_berdiri @puanmaharani_ri ptm harus tetap prokes #wajibvaksindisiplinprokes agustus 2022,"Bandung, Jawa Barat",2022-08-02 02:01:34+00:00,
641,Indrian950,disdik perketat pengawasan prokes ptm 100 persen  program jokowi terdepan,,2022-08-02 02:00:06+00:00,
642,Anibal29C,"@diegu997 papi, ya supera ptm","Lima, Perú.",2022-08-02 01:43:15+00:00,
643,R3BKING_,que risa ptm asjhqwdhweufuj,↻ ⸙͎۪۫,2022-08-02 01:43:09+00:00,
644,haibundacom,menteri nadiem makarim mengeluarkan surat edaran baru terkait pembelajaran tatap muka (ptm). sekolah dapat menghentikan ptm bila ditemukan kasus covid-19.,Indonesia,2022-08-02 01:38:37+00:00,
645,prodia_children,"moms ‘n dads, baru saja anak masuk sekolah memasuki tahun ajaran baru dengan penerapan pembelajaran tatap muka (ptm) 100 persen.   namun, di sisi lain kasus harian covid-19 di indonesia selama dua hari berturut-turut tembus angka 6 ribu kasus.",,2022-08-02 01:37:10+00:00,
646,8isagr8tnumber,@illc0re_ no sw ptm kshdksdh,she/her ,2022-08-02 01:32:45+00:00,
647,radarbanjarmsin,"mendikbud bilang jika banyak siswa tertular covid, ptm dihentikan",Kalimantan Selatan,2022-08-02 01:27:54+00:00,
648,yukar76,"@kipi_indonesia ya alloh... astaghfirullah...anakku usia 7th terpaksa ikut divaxx krn ngambek mau ikut ptm, qodarullah setelah seminggu divaxx ngedrop msk rs trombosit turun drastis..ga lagi2 deh buat yg kedua...",,2022-08-02 01:26:53+00:00,
