Username,Content,Created at
rekha35609163,pjj terlalu nyantai,2022-01-01 13:05:44+00:40
kinnx__,PTM karena lebih banyak interaksinya,2022-01-01 13:05:44+00:41
kunlaluv,capek ptm rabu,2022-01-01 13:05:44+00:42
KimBoisIlakes,mending pjj aja ,2022-01-01 13:05:44+00:43
arcticigaretts,"karena covid lagi, saya sih menunggu kabar pembelajaran tatap muka dihentikan wkwk",2022-01-01 13:05:44+00:44
Aku_MohArwani,ptm ngantuk banget,2022-01-01 13:05:44+00:45
henyper,"TAKUT pembelajaran tatap muka,,,,,,, takut ada covid",2022-01-01 13:05:44+00:46
snflwrly_,sedih anjir sekolah kami terpaksa menghentikan aktivitas pembelajaran tatap muka,2022-01-01 13:05:44+00:47
kissbumblee,angkat tangan yang niat ptm,2022-01-01 13:05:44+00:48
aidalanuza71,jujur hari ini aku mood ptm,2022-01-01 13:05:44+00:49
OxBigWin_777,anjir takut ptm,2022-01-01 13:05:44+00:50
lvskenai,tetap jaga protokol kesehatan walaupun ptm,2022-01-01 13:05:44+00:51
radarjogja, anak perlu belajar disiplin prokes selama sekolah ptm,2022-01-01 13:05:44+00:52
CTAEQXL,"kasus covid19 melonjak, masyarakat mengurangi aktivitas keramaian proses ptm",2022-01-01 13:05:44+00:53
Ruqijan,pembelajaran tatap muka pasti seru,2022-01-01 13:05:44+00:54
BabyMcNugget,diharapkan pemerintah evaluasi pembelajaran tatap muka,2022-01-01 13:05:44+00:55
stardnstheart,di sekolahku kalau ada anak yang kena covid yang pjj cuma satu kelas yang ada anak kena covidnya itu doang,2022-01-01 13:05:44+00:56
SOLOPOSFM,kok malah ptm padahal muridnya banyak yang positif,2022-01-01 13:05:44+00:57
Isti52863208,sekolah masih mengusahakan untuk tetep ptm,2022-01-01 13:05:44+00:58
gupikhaobb,"cape depan laptop, pembelajaran tatap muka aja",2022-01-01 13:05:44+00:59
abrahamfirdaus,"kangen sekolah, pengen pembelajaran tatap muka",2022-01-01 13:05:44+00:60
nctdoyouung,lebih seru pembelajaran tatap muka sih,2022-01-01 13:05:44+00:61
Delxzz_,diharapkan pemerintah evaluasi ptm,2022-01-01 13:05:44+00:62
SupriaSupriadi,"belum ada yg covid, masih tetep ptm",2022-01-01 13:05:44+00:63
kissbumblee,tetap jaga protokol kesehatan walaupun ptm,2022-01-01 13:05:44+00:64
yoonginistagay,anak perlu belajar disiplin prokes selama sekolah ptm,2022-01-01 13:05:44+00:65
camima,anak perlu belajar disiplin prokes selama sekolah ptm,2022-01-01 13:05:44+00:66
delia99,aku takut ptm,2022-01-01 13:05:44+00:67
hintguy,"kelas yg muridnya kena covid pjj, sedangkan kelas yg muridnya belum ada yg kenak covid masih tetep ptm... kenapa gk di sama ratain aja si??",2022-02-27 23:57:57+00:00
hereissun,belum tau covid atau bukan tapi lgsg disuruh pjj,2022-02-27 23:57:57+00:01
jagapatidotcom,mulai ngerasa ptm 50% adalah takut,2022-02-27 23:30:00+00:00
jagapatidotcom,saat ini ptm dibatasi jadi 50% sampai seluruh siswa sembuh,2022-02-27 23:22:23+00:00
Ranjhaaa87,"sekolah, kembali lagi ke ptm",2022-02-27 23:22:23+00:01
tassyaapr,"gak setuju ptm, angka covid naik",2022-02-27 23:22:23+00:02
Chrs49937622,"angka covid naik, gak setuju ptm",2022-02-27 23:22:23+00:03
setengahlandak,ptm 100% nangis aja gua,2022-02-27 23:22:23+00:04
angelcidios,takut ptm,2022-02-27 23:22:23+00:05
kangandribdg,"covid naik, malah ptm",2022-02-27 23:22:23+00:06
kenjiro,gua udah ptm 100% lagi padahal daerah sekolahan banyak yg kontak erat sama yg kena omicron,2022-02-27 23:22:23+00:07
amelia_syiha,"omicron naik, yang salah siapa? sekolah, kembali lagi ke ptm",2022-02-27 23:22:23+00:08
naurrrr_,di sekolahku ptm dihentikan,2022-02-27 23:22:23+00:09
heinnana,halo semua dari saya yg malas ptm,2022-02-27 23:22:23+00:10
carnobaraa,pjj bikin malas rasanya pengen rebahan terus,2022-02-27 23:22:23+00:11
devervile,ptm enak kaya lebih produktif gitu dehh,2022-02-27 23:22:23+00:12
oreomild,moga aj bisa cepet ptm lagi,2022-02-27 23:22:23+00:13
_kithzia,pgen cepet2 ptm,2022-02-27 23:22:23+00:14
engrwasimkhan,bosen bgt ptm ga ada gurunya,2022-02-27 23:22:23+00:15
erickavilvaz,"dinas pendidikan mengeluarkan surat edaran pemberhentian pembelajaran tatap muka (ptm) di sekolah dari tingkat paud, sd, dan smp hingga 22 februari 2022",2022-02-27 23:22:23+00:16
airinsjourney_,bisa bisanya besok ptm pdhl ada yg kena covid,2022-02-27 23:22:23+00:17
KetjehIlham,ptm di sekolahku dihentikan,2022-02-27 23:22:23+00:18
intip_solo,covid lg melonjak bgt malah pd ptm,2022-02-27 23:22:23+00:19
duniaeni,kok ga berhenti dulu ptm nya,2022-02-27 23:22:23+00:20
Chio7845,"ga enak pjj, pengen ptm",2022-02-27 23:22:23+00:21
detikcom,"siswa positif covid-19, ptm berhenti",2022-02-27 23:22:23+00:22
rhan_daily,banyak siswa ketakutan ptm,2022-02-27 23:22:23+00:23
ney_tirryy,alhamdulillah besok ptm,2022-02-27 23:22:23+00:24
detikcom,pemberhentian pembelajaran tatap muka ptm tengah terjadi,2022-02-27 23:22:23+00:25
detikcom,pemberhentian pembelajaran tatap muka ptm tengah terjadi,2022-02-27 23:22:23+00:26
detikcom,pemberhentian pembelajaran tatap muka ptm tengah terjadi,2022-02-27 23:22:23+00:27
jawapos,pemberhentian pembelajaran tatap muka ptm tengah terjadi,2022-02-27 23:22:23+00:28
jawapos,pemberhentian pembelajaran tatap muka ptm tengah terjadi,2022-02-27 23:22:23+00:29
do0kja,"@schfess hmmm gmn ya bingung gw tapi lebih suka ke ptm cuma ptm tugas kelompok ga ngotak anj- aksgayqbwf, tiap hari ada aja   kalo pjj tuh susahnya ga ada temen+susah ngerti materi",2022-02-27 23:22:23+00:30
haneverain,males ptm banyak tugas,2022-02-27 23:22:23+00:31
chocodrw_lisa,"ptm, soalnya pjj malah ngebabu",2022-02-27 23:22:23+00:32
adhie_smrdjie,pengalaman sekali pembelajaran tatap muka tapi kok ngeri takut yah guys,2022-02-27 23:22:23+00:33
kakapampam,ptm tuh ngeri wkwkwk,2022-02-27 23:22:23+00:34
resa_agra,ngeri ptm soalnya covid melonjak,2022-02-27 23:22:23+00:35
TirtoID,takut ptm soalnya covid naik,2022-02-27 23:22:23+00:36
ecstasybrumby,omicron naik,2022-02-27 23:22:23+00:37
syahirah_mohd,omicron covid19 naik malah ptm,2022-02-27 23:22:23+00:38
FitRadioBandung,pjj bikin malas rasanya pengen rebahan terus,2022-02-27 23:22:23+00:39
yoojinkin,malas ptm,2022-02-27 23:22:23+00:40
Gabrieltenedor,kenapa harus ptm,2022-02-27 23:22:23+00:41
DanteArcangel2,kenapa harus pjj,2022-02-27 23:22:23+00:42
LIXMYBFF,"saya duga, yg tdk vaksin takut ptm",2022-02-27 23:22:23+00:43
Qurrr03,adek w tetep ptm padahal muridnya ada yg covid,2022-02-27 23:22:23+00:44
baobeito,SEKOLAH ADEK W DITUTUP ANJING COVID,2022-02-27 23:22:23+00:45
AngeldelAngel03,bagus ptm gue jadi jarang nangis/ovt/begadang,2022-02-27 23:22:23+00:46
rmsfavgirl,pjj bikin malas,2022-02-27 23:22:23+00:47
aboyheri,sekolah ptm takut jadinya,2022-02-27 23:22:23+00:48
Im_Zuru_Dola,"covid melonjak, sekolahku tetep maksa ptm",2022-02-27 23:22:23+00:49
evcrlove,sejumlah pelajar terpapar covid-19 meningkat,2022-02-27 23:22:23+00:50
Sing_JembarHate,orang tua tidak percaya ptm meski ada vaksin,2022-02-27 23:22:23+00:51
muhamadsangidu2,ptm jalan terus wkwkw,2022-02-27 23:22:23+00:52
liewandie,"puluhan siswa sekolah saya omicron, saya takut pak",2022-02-27 23:22:23+00:53
BandungTV38,evaluasi pelaksanaan covid mulai ditutup,2022-02-27 23:22:23+00:54
asetianegara,varian omicron mengharuskan kita untuk pjj,2022-02-27 23:22:23+00:55
galerifitri,pemerintah genjot vaksinasi booster dan hentikan ptm,2022-02-27 23:22:23+00:56
Anggita_lung,pemerintah genjot vaksinasi booster dan hentikan ptm,2022-02-27 23:22:23+00:57
bluexx_17,pemerintah genjot vaksinasi booster dan hentikan ptm,2022-02-27 23:22:23+00:58
Anggita_lung,saat ptm harus menerapkan prokes ,2022-02-27 23:22:23+00:59
hmcm_,pemerintah blitar hentikan ptm ,2022-02-27 23:22:23+00:60
Anggita_lung,nadiem terbitkan edaran stop sementara ptm,2022-02-27 23:22:23+00:61
galerifitri,orang tua siswa setuju ptm,2022-02-27 23:22:23+00:62
dithajpg,"jika ada kasus omicron, sekolah wajib stop ptm",2022-02-27 23:22:23+00:63
earthmrg,"ya allah, baru aja pembelajaran tatap muka jalan udah pjj lagi",2022-02-27 23:22:23+00:64
Yahoo_ID,gapapa pjj,2022-02-27 23:22:23+00:65
Sing_JembarHate,orang tua di sekolahku tidak setuju ptm,2022-02-27 23:22:23+00:66
muhamadsangidu2,mohon izin. saya malas ptm,2022-02-27 23:22:23+00:67
catatankaqihati,vaksin anak penting untuk mendukung penerapan pembelajaran tatap muka,2022-02-27 23:22:23+00:68
bakusexo,lomba menulis dengan tema malas ptm,2022-02-27 23:22:23+00:69
KangCendol_33,ptm dilanjutkan,2022-02-27 23:22:23+00:70
kalderanews,sma dan smk di blitar kembali menerapkan pembelajaran tatap muka,2022-02-27 23:22:23+00:71
itssnarahere,pertemuan tatap muka di blitar ditutup,2022-02-27 23:22:23+00:72
kennedyre04,pemprov jabar tak ragu stop ptm,2022-02-27 23:22:23+00:73
addy_az,"ya allah, baru aja pembelajaran tatap muka jalan udah pjj lagi",2022-02-27 23:22:23+00:74
nadjinax_,skolah ku tbtb daring krna covid makin naik. pdhal ud trbiasaa,2022-02-27 23:22:23+00:75
kimjetarp,temuan covid mendorong pemerintah jombang stop ptm,2022-02-27 23:22:23+00:76
TLamp_Htele,orang tua di kota kami resah karena pembelajaran tatap muka padahal lagi omicron,2022-02-27 23:22:23+00:77
ForeverRain7_,bagaimana nasib ptm? Wkwkw,2022-02-27 23:22:23+00:78
taaecherry,capek ptm takut omicron,2022-02-27 23:22:23+00:79
yevnaizone,capek ptm takut omicron,2022-02-27 23:22:23+00:80
vhopesg,capek ptm takut omicron,2022-02-27 23:22:23+00:81
kookieJeikei,ptm capek wkwk,2022-02-27 23:22:23+00:82
paowv_,"saya duga, yg tdk vaksin takut ptm",2022-02-27 23:22:23+00:83
beluPark1,adek w tetep ptm padahal muridnya ada yg covid,2022-02-27 23:22:23+00:84
nanamyun_,ptm tetap dilanjutkan,2022-02-27 23:22:23+00:85
chefsitoeno,ptm tetep dilanjutkan meski ditemukan omicron,2022-02-27 23:22:23+00:86
ancilla_space,ptm di medan dihentikan usai siswa dan guru positif covid-19,2022-02-27 23:22:23+00:87
raditakia,di kotaku belum ada berita kenaikan covid gt katanya masih aman jadi ptm,2022-02-27 23:22:23+00:88
evelthv,"ya allah, baru aja pembelajaran tatap muka jalan udah pjj lagi",2022-02-27 23:22:23+00:89
galerifitri,penyebaran covid 19 terus naik,2022-02-27 23:22:23+00:90
BudakGarut__,yuk jangan lupa patuhi prokes saat ptm,2022-02-27 23:22:23+00:91
switiesgurl,pembelajaran tatap muka asik padahal tapi jadi stop karena omicron anjing,2022-02-27 23:22:23+00:92
gugilvkoo,omicron anjing,2022-02-27 23:22:23+00:93
Candelaharta,nadiem terbitkan edaran stop sementara ptm,2022-02-27 23:22:23+00:94
vanttette,nadiem terbitkan edaran stop sementara ptm,2022-02-27 23:22:23+00:95
AgusDMin_,pemerintah terbitkan edaran stop ptm,2022-02-27 23:22:23+00:96
M4dchild,gua jadi benci ptm,2022-03-08 23:39:52+00:01
M4dchild,pjj rasanya bodoh tapi ptm rasanya cape,2022-03-08 23:39:52+00:02
ayreiseo,kenapa harus ptm sih,2022-03-08 23:39:52+00:03
fckmemoboyy,ptm terus YA ALLAH,2022-03-08 23:39:52+00:04
kissbumblee,YA ALLAH SAYA TIDAK MAU PERTEMUAN TATAP MUKA SAYA CAPE,2022-03-08 23:39:52+00:05
CNNIndonesia,full ptm agar pintar wkwk,2022-03-08 23:39:52+00:06
beomgyurinn,penularan covid di sekolah udah mengarah ke parah,2022-03-08 23:39:52+00:07
nmmsamoelcafe,woi cape bgt lah bsk ptm pulang jam sore,2022-03-08 23:39:52+00:08
lovingJayP4rk,penularan omicron merebak di indonesia,2022-03-08 23:39:52+00:09
biuluvboy,ayo tidur besok ptm,2022-03-08 23:39:52+00:10
Hamoudaraeesani,semangat terus ya kak. Semoga selalu happy dan jangan benci ptm wkwk,2022-03-08 23:39:52+00:11
Hamoudaraeesani,"jumlah positif covid-19 meningkat, ptm di stop",2022-03-08 23:39:52+00:12
francetic4_yael,ini juga bukan sekedar siapa yang mau ptm atau tidak. Ini soal covid ,2022-03-08 23:39:52+00:13
hfxloustdy,tangerang raya putuskan stop ptm,2022-03-08 23:39:52+00:14
tiramisuaddictt,anak kelas pada ga terima ptm balik ke 50%,2022-03-08 23:39:52+00:15
notthatfem,anak kelas pada ga terima pjj lagi,2022-03-08 23:39:52+00:16
thaliasinacent0,ptm udah expired woi,2022-03-08 23:39:52+00:17
LadikaRatu,orang tua di sekolah kami mendukung ptm  50%,2022-03-08 23:39:52+00:18
LadikaRatu,ptm dengan protokol kesehatan,2022-03-08 23:39:52+00:19
iffahkhalilah,sekolah yang tetap menggelar ptm di stop,2022-03-08 23:39:52+00:20
iffahkhalilah,"jika tidak berkenan ptm, bisa mengikuti pembelajaran jarak jauh",2022-03-08 23:39:52+00:21
elyanah_lia,sekolah di makassar menghentikan sementara kegiatan pjj,2022-03-08 23:39:52+00:22
iffahkhalilah,"di tengah melonjaknya covid 19 saat ini, ptm dihentikan sementara",2022-03-08 23:39:52+00:23
hariankompas,harap diberlakukan kembali kuliah online,2022-03-08 23:39:52+00:24
_TanahMerah_,jangan nekad deh. Ini covid lagi meningkat,2022-03-08 23:39:52+00:25
SofiAgustia1,pertemuan tatap muka emang anjer,2022-03-08 23:39:52+00:26
itsufo0,belajar-mengajar di sekolah telah di mulai (ptm),2022-03-08 23:39:52+00:27
knightcrawIerr,skrg krn pandemi pertemuan ttp muka diganti,2022-03-08 23:39:52+00:28
bundo_lenny,ptm ngantuk banget shshshshhhh,2022-03-08 23:39:52+00:29
felixs_mailof,bosen bgt ptm ,2022-03-08 23:39:52+00:30
studykook,"gresik masuk ppkm level 2, sekolah ptm dihentikan",2022-03-08 23:39:52+00:31
biIlieminovia,gresik belum sosialisasi poin baru terkait ptm,2022-03-08 23:39:52+00:32
simpdeHyunjin20,disini ada yg ptm?,2022-03-08 23:39:52+00:33
stacrt,sekolah wajib libur bila ada siswa positif covid,2022-03-08 23:39:52+00:34
sleepy_puto,gua nunggu ptm banget,2022-03-08 23:39:52+00:35
fitriamaliae,STOP COVID!!!! Pengen sekolah ptm,2022-03-08 23:39:52+00:36
CharlesSebas17,kembali lah sekolah ptm,2022-03-08 23:39:52+00:37
carnobaraa,kangen ptm huhu,2022-03-08 23:39:52+00:38
budin_de_p4n,perlu banget diajarin disiplin prokes selama sekolah ptm,2022-03-08 23:39:52+00:39
PkovacicV,perlu banget diajarin disiplin prokes selama sekolah ptm,2022-03-08 23:39:52+00:40
RanaBil10485167,perlu banget diajarin disiplin prokes selama sekolah ptm,2022-03-08 23:39:52+00:41
neverstory25,perlu banget diajarin disiplin prokes selama sekolah ptm,2022-03-08 23:39:52+00:42
pteiji,perlu banget diajarin disiplin prokes selama sekolah ptm,2022-03-08 23:39:52+00:43
danubioazulado,akhirnya Ya Allah bisa ptm lagi,2022-03-08 23:39:52+00:44
brunodamayo,warga jombang minta prokes ketat selama ptm,2022-03-08 23:39:52+00:45
AlpJazbati,Alhamdulillah masih diizinkan ptm oleh sekolah Ya Allah,2022-03-08 23:39:52+00:46
manyaditadecono,YA ALLAH SAYA CAPE PTM,2022-03-08 23:39:52+00:47
axorcus,woi pemerintah stop ptm,2022-03-08 23:39:52+00:48
sanssgf,banyak yang ijin ptm juga karena covid naik,2022-03-08 23:39:52+00:49
nazim_92_11,kebijakan yang tidak pasti soal ptm bikin cape,2022-03-08 23:39:52+00:50
whyankur,ptm dengan protokol kesehatan,2022-03-08 23:39:52+00:51
frecklesgrizell,sekolah yang tetap menggelar ptm di stop,2022-03-08 23:39:52+00:52
iWOOSMIC,"jika tidak berkenan ptm, bisa mengikuti pembelajaran jarak jauh",2022-03-08 23:39:52+00:53
kimrhxdes,diberlakukan ptm dengan protokol kesehatan ketat,2022-03-08 23:39:52+00:54
Mapleru_,diberlakukan ptm dengan protokol kesehatan ketat,2022-03-08 23:39:52+00:55
haechanbogorr,diberlakukan ptm dengan protokol kesehatan ketat,2022-03-08 23:39:52+00:56
remahangogi,diberlakukan ptm dengan protokol kesehatan ketat,2022-03-08 23:39:52+00:57
fshideto,ptm yang diberlakukan selama tiga hari menjadi dua hari dalam sepekan,2022-03-08 23:39:52+00:58
sseoungiz,gibran pastikan ptm dimulai minggu depan,2022-03-08 23:39:52+00:59
xjhstudyz,pjj sih soalnya dapet uang jajan ,2022-03-08 23:39:52+00:60
Nabeelbskr,pegawai lainnya positif covid karena mengikuti pembelajaran tatap muka,2022-03-08 23:39:52+00:61
Ricardo_C_,ini udh masuk 50 persen tapi aku gadibolehin ptm sama ayah aku,2022-03-08 23:39:52+00:62
Gaslyxth,omicron di surabaya meningkat,2022-03-08 23:39:52+00:63
3D1_51R3G4R_7,kota blitar 100 persen ptm,2022-03-08 23:39:52+00:64
Ghabrananahi1,ajak orang tua kamu nolak ptm nder,2022-03-08 23:39:52+00:65
TulangBawang,minggu keempat ini melaksanakan pembelajaran tatap muka,2022-03-08 23:39:52+00:66
kumparan,kasus covid omicron di indonesia???,2022-03-08 23:39:52+00:67
criseIIa,orangtua murid sekolah di blitar tidak setuju pembelajaran tatap muka,2022-03-08 23:39:52+00:68
studywithpuffie,di sekolahku serempak tidak mau ptm,2022-03-08 23:39:52+00:69
inayatkhanpti92,iya aku udah seminggu pjj,2022-03-08 23:39:52+00:70
93kihyuks,ptm masih full,2022-03-08 23:39:52+00:71
G0P4NK_G0P4NG_7,ptm full takut,2022-03-08 23:39:52+00:72
mowchaccino,takut banget ptm,2022-03-08 23:39:52+00:73
M_WaqasMaqsood,kini lebih siap hadapi ptm,2022-03-08 23:39:52+00:74
aayamessimp,belum sebulan pjj udah capek,2022-03-08 23:39:52+00:75
BukanSonic,"ptm capek, pjj capek",2022-03-08 23:39:52+00:76
ggomdolli,"ternyata selain murid, orang tua dan guru terpapar covid. Ptm dihentikan",2022-03-08 23:39:52+00:77
hariankompas,genjot vaksinasi booster dan hentikan ptm,2022-03-08 23:39:52+00:78
kompasmuda,genjot vaksinasi booster dan hentikan ptm,2022-03-08 23:39:52+00:79
kumparan,genjot vaksinasi booster dan hentikan ptm,2022-03-08 23:39:52+00:80
kazuhasaurus,semoga covid cepet turun lagi supaya bs ptm Ya Allah,2022-03-08 23:39:52+00:81
NoorSal51052839,pemerintah mengatakan pihaknya tidak bisa meneruskan rencana ptm karena peningkatan kasus covid,2022-03-08 23:39:52+00:82
cekayekaa,kasus covid cukup melonjak,2022-03-08 23:39:52+00:83
jechanyeol,kalo misal disekolah ku ada yg kena covid yaudah pjj lagi,2022-03-08 23:39:52+00:84
schneeundsterne,sekolah aku tetep ptm padahal udah dimarahin pemerintah wkwk,2022-03-08 23:39:52+00:85
inogembul,pjj aja daripada berakhir di batu nisan wkwk,2022-03-08 23:39:52+00:86
butterbeanscafe,pembelajaran secara tatap muka berlangsung baik. Alhamdulillah nder,2022-03-08 23:39:52+00:87
KKeifayat,sekali ptm tapi kok ngeri juga yah guys,2022-03-08 23:39:52+00:88
ningningpcrjay,"gresik masuk ppkm level 2, sekolah ptm dihentikan",2022-03-08 23:39:52+00:89
jawapos,gresik belum sosialisasi poin baru terkait ptm,2022-03-08 23:39:52+00:90
lamanriau,disini ada yg ptm?,2022-03-08 23:39:52+00:91
awanakbaik,sekolah wajib libur bila ada siswa positif covid,2022-03-08 23:39:52+00:92
dumadumaria,gua nunggu ptm banget,2022-03-08 23:39:52+00:93
AmirDemokrat,STOP COVID!!!! Pengen sekolah ptm,2022-03-08 23:39:52+00:94
yadikumuloh,kembali lah sekolah ptm,2022-03-08 23:39:52+00:95
enginafess,kangen ptm huhu,2022-03-08 23:39:52+00:96
e100ss,perlu banget diajarin disiplin prokes selama sekolah ptm,2022-03-08 23:39:52+00:97
daniyalbm,perlu banget diajarin disiplin prokes selama sekolah ptm,2022-03-08 23:39:52+00:98
prikitiewwwz,omicron gorontalo meningkat. Sekolah stop ptm sementara,2022-03-08 23:39:52+00:99
kazuhasaurus,semoga covid cepet turun lagi supaya bs ptm Ya Allah,2022-03-08 23:39:52+00:100
simplyheraa,pjj karena menjadi kesempatan aku untuk berdiskusi dengan teman langsung,2022-04-07 23:48:02+00:00
0xbigwinnwin,stop ptm deh. Covid meningkat woi,2022-04-07 23:07:34+00:00
jenoleetweets,jadwal tugas osis di stop karena pjj wkwk sedih,2022-04-07 23:00:44+00:00
hanbasade,jujur masih takut ptm,2022-04-07 23:00:12+00:00
osakiishotaroo,cepetan ptm deh. Aku gatau mau ngapain kalo di rumah terus Ya Allah,2022-04-07 22:49:54+00:00
ljndracs,YA ALLAH TOLONG STOP CORONA INI,2022-04-07 22:46:28+00:00
ljndracs,sekarang ptm tapi tadi dikabarin besok mau pjj lagi soalnya ada yang positif,2022-04-07 22:39:48+00:00
frikitonx,"guna mendukung pelaksanaan pertemuan tatap muka, sekolah menggelar serbuan vaksin ",2022-04-07 22:33:55+00:00
jungkookpijon,stres di rumah woi ptm kapan ptm,2022-04-07 22:11:43+00:00
inka_koola,ptm oke,2022-04-07 20:50:15+00:00
ljndracs,ptm uwu. Pjj tidak!!,2022-04-07 20:24:15+00:00
taeginime,ptm. Soalnya bisa nyemangatin temen yg stres,2022-04-07 19:59:57+00:00
nadeemrazaSh,semenjak ptm jadi happy,2022-04-07 19:48:57+00:00
SuperstarGay_,sekarang udah ga ptm lagi garagara omicron,2022-04-07 19:48:09+00:00
k_krahul,omicron anjing. Ptm di stop. Gua cape di rumah,2022-04-07 19:35:11+00:00
dod6ie,sedih banget huhu udah seneng ptm tiba tiba covid naik,2022-04-07 19:32:00+00:00
kissbumblee,besok udah mulai full pjj lagi anjir,2022-04-07 19:31:43+00:00
churi_1,PJJ CUMA BIKIN CAPE,2022-04-07 18:08:59+00:00
ingriddm21,enakan ptm sih,2022-04-07 17:57:57+00:00
ShJ41447833,"ditemukan kasus covid di sekolah, ptm dihentikan",2022-04-07 17:43:35+00:00
_tanya_drdz,menurut aku ptm atau pjj tuh ga masalah wkwk,2022-04-07 17:41:31+00:00
pingaIover,aku tuh takut ptm huhu,2022-04-07 17:30:39+00:00
KitaKanbicara,pjj anjing. Keseringan liat hp pas ptm jadi cape liat papan tulis,2022-04-07 17:15:41+00:00
nbiebs36,SEMANGAT PTM 100%,2022-04-07 17:02:16+00:00
RAJA93859503,"ptm, karena bisa berinteraksi sama teman",2022-04-07 16:42:42+00:00
YAHYAKH87438168,stres anjing pjj anjing tugas ga ngotak,2022-04-07 16:37:33+00:00
Sagarika_Shakhi,ptm 50% kelas sepi banget haha,2022-04-07 16:35:05+00:00
7m49w1do5yuqwmn,random sekali pemerintah soal kebijakan ptm ini wkwk,2022-04-07 16:32:14+00:00
SalmanA81304441,pen pjj anjing,2022-04-07 16:10:43+00:00
AdeelAdal1,ptm uda drop 2 kali . Aduh tua,2022-04-07 15:55:42+00:00
Marcepau3,ptm sih. Lebih nangkep aja pelajarannya,2022-04-07 15:46:03+00:00
Mugniar,jujur takut ptm,2022-04-07 15:35:12+00:00
mediaindonesia,aku mendukung ptm karena cape di sekolah,2022-04-07 15:30:00+00:00
jamettapikece,covid melonjak kok bisa temen gua ptm,2022-04-07 15:19:34+00:00
007ramkaushik,apa kamu tidak takut ptm ,2022-04-07 15:10:21+00:00
99torresangel,iya tapi ini ptm 50% aja,2022-04-07 15:01:27+00:00
ShahidK01648323,ptm karena nyaman ketemu temen-temen,2022-04-07 14:56:48+00:00
lovesickaig,pjj tuh kita Cuma disuruh baca buku paket doang,2022-04-07 14:50:35+00:00
xyttnx,cape anying beneran dah enak ptm,2022-04-07 14:41:41+00:00
ahenngf,omicron diem dulu anjing pengen ptm nih,2022-04-07 14:40:13+00:00
gupikhaobb,omicron lagi naik bisanya lu ptm anzeng,2022-04-07 14:19:50+00:00
manusyakuattttt,omicron musnah anjing. Gue belum pernah ngerasain pertemuan tatap muka anjing,2022-04-07 14:08:05+00:00
geeloaktwt,pertemuan tatap muka ditunda lagi,2022-04-07 14:02:18+00:00
geeloaktwt,takutnya masih 100% pertemuan tatap muka pas covid gini,2022-04-07 14:01:04+00:00
AKFelicia,tsunami omicron anjing covid anjing,2022-04-07 13:38:16+00:00
Philip42779661,"pas ada berita covid naik, sekolah aku baru ptm huhu",2022-04-07 13:33:26+00:00
Baaz_aa_Ch,omicron emang anjing,2022-04-07 13:16:45+00:00
palvgue,aromanya sih gak jadi ptm,2022-04-07 12:58:50+00:00
royalsseu,mending cape sekolah daripada cape pjj,2022-04-07 12:58:10+00:00
Yossyro1,YA ALLAH CAPE PJJ CAPE DEPAN LAPTOP,2022-04-07 12:46:57+00:00
Pakhtun_Rooz,lonjakan kasus omicron bikin sekolah pjj lagi,2022-04-07 12:46:42+00:00
nexusdeux,ptm bikin takut kalo di situasi kaya gini,2022-04-07 12:20:47+00:00
gwenoisy,ptm tersendat karena lonjakan kasus covid,2022-04-07 12:17:42+00:00
nexusdeux,kabar bahagia. Sekolah saya ptm wkwk,2022-04-07 12:16:33+00:00
iS2mnji,ptm kapan ya. Ketemu temen gak bikin ansos kaya pjj gini,2022-04-07 11:56:21+00:00
urmyyohan,sekolah aku akan menyusul sekolah lain soal ptm katanya,2022-04-07 11:55:17+00:00
KangSirmadji,ya gusti pembelajaran tatap muka aj abis gak sih,2022-04-07 11:52:03+00:00
voidotid,ptm pasti seru ya allah bosen pjj,2022-04-07 11:27:02+00:00
nadaliciasihna,kapan ptm,2022-04-07 11:12:22+00:00
jawapos,ptm di sekolah kami berjalan dengan baik nder,2022-04-07 11:04:45+00:00
Chrs49937622,"komisi perlindungan anak indonesia (kpai) menyatakan, berdasarkan hasil survei yang mereka lakukan, 61 persen responden menyatakan setuju kebijakan pembelajaran tatap muka 100 persen",2022-04-07 10:53:49+00:00
aleaaiueol,"padahal ya, ptm seru banget bisa kenal karakter masing-masing teman",2022-04-07 10:53:26+00:00
antoniohamsun,enakan ptm lah bisa ngobrol,2022-04-07 10:52:53+00:00
rekha35609163,PTM CAPE. ENAK PJJ WKWK,2022-04-07 10:45:49+00:00
kinnx__,sepengalamanku pjj gak efektif,2022-04-07 10:14:31+00:00
kunlaluv,karena pjj mereka ada yang ga nyimak materi,2022-04-07 10:04:02+00:00
KimBoisIlakes,ptm buru-buru dihentikan,2022-04-07 10:03:43+00:00
arcticigaretts,sekolah aku kena kritik dari orang tua siswa soal ptm 100%,2022-04-07 09:59:22+00:00
aandreaani,pembatasan angka kunjungan kerja disebabkan adanya pjj lagi,2022-04-07 09:58:43+00:00
crushlici0us,para orang tua menyampaikan pesan kekawatiran dengan pembelajaran tatap muka,2022-04-07 09:58:37+00:00
jzjhnnjlh,tak mudah bagi keluarga yang tak punya gawai untuk ptm,2022-04-07 09:58:33+00:00
iS2mnji,pjj sulit karena orang tua tidak mudah mendampingi anak belajar,2022-04-07 09:38:52+00:00
anakmsebeth,takut juga sih kalau tatap muka,2022-04-07 09:29:04+00:00
