Username,Content,Created at
yypbgt,tetap ptm  walaupun omicron lg naik adalah salah satu motto smk yaitu smk bisa terusannya bisa gila,2022-01-08 15:25:53+00:00
AlbertSolo2,perhimpunan dokter paru indonesia menyarankan agar pelaksanaan ptm terbatas di hentikan hingga puncak lonjakan kasus omicron di indonesia berakhirpihaknya menyarankan agar pembelajaran jarak jauh melalui online terus di lakukan hingga puncak lonjakan kasus omicron selesai,2022-01-08 15:12:35+00:00
horangwi,ade kelas gua kelas ada yang kena omicron terus yang diliburin cuma kelas nya like wtf gua seneng ptm tp ini kenapa engga diliburin semua ajasi kenapa,2022-01-08 14:45:26+00:00
jurnaljatimcom,ptm di man jombang dihentikan karena dua murid positif covid,2022-01-08 14:31:14+00:00
yenjamint,sekolahku udh banyak yg kena omicron tapi masih tetep ptm buat minggu kedepan,2022-01-08 14:10:34+00:00
withviii,mmf kinda inactivesoalnya ak ptm  trus ditambah les sampe sore jarang up proggres jg  soalnya capeeee blm lagi tugas sama uprak dengerdenger omicron jg udah nyebar bgtu cepat ttp jaga prokes ya gais ya jgn lupalt,2022-01-08 14:06:12+00:00
Safeguardindo1,jokowi lawan pandemi  skb menteri tentang ptm bisa antisipasi ancaman omicron,2022-01-08 13:34:35+00:00
teurejobigwin, yes for this please kita semua anak kelas titisan titan yang kebal omicron makanya tetep dijadwalkan ptm,2022-01-08 13:32:04+00:00
dysuhaddict,sekolahku bakal balik ptm terbatas  bahkan daring lagi gara salah satu siswa smk yg lumayan deket jaraknya dri sekolahku positif omicron ,2022-01-08 13:26:31+00:00
Shaka10M,bisanya omicron udah merajalela tapi school tetep ptm full student in one classroom,2022-01-08 13:14:52+00:00
dinstruggletwt,boleh bilang ajasi ga diijinin ortu ptm takut omicron,2022-01-08 12:50:02+00:00
r4maxdy,bisabisanya sekolahan gua udah ptm  lagi padahal daerah sekolahan banyak yg kontak erat sama yg kena omicron,2022-01-08 12:32:13+00:00
kalderanews,jadi pusat covid omicron tangerang raya putuskan stop ptm  ,2022-01-08 10:02:24+00:00
Radar_Cirebon, mukai rabu  pembelajaran tatap muka ptm di kabupaten cianjur akan ditiadakan mengingat kasus covid dan omicron semakin merambah di,2022-01-08 10:00:50+00:00
WinJGR,hasil survei kpai mendapati persen orang tua mengusulkan penghentian ptm survei dilakukan di tengah lonjakan kasus covid varian omicron via detikedu,2022-01-08 09:34:19+00:00
ptm_patraniaga,meningkatnya kasus covid varian omicron mengharuskan kita agar lebih memperketat lagi protokol kesehatan untuk sehariharinya sob untuk menyiasati hal tersebut yuk manfaatkan layanan pertamina delivery service,2022-01-08 09:25:36+00:00
AbimayuHadiyata,evaluasi pelaksanaan pembelajaran tatap muka ptm persen ditengah melonjaknya kasus covid varian omicron di indonesia lombok trauma coraline nasi uduk formula  tni ad kuat disegani duren,2022-01-08 09:15:34+00:00
detikcom,hasil survei kpai mendapati persen orang tua mengusulkan penghentian ptm survei dilakukan di tengah lonjakan kasus covid varian omicron via detikedu,2022-01-08 09:00:31+00:00
yykiwt,omicron naik yang salah siapa sekolah kembali lagi ke ptm  ,2022-01-08 08:13:15+00:00
UINSA_FESS,uinsa rek jadi ptm ta omicron naik mane,2022-01-08 08:06:11+00:00
astbill,boleh bgt nder emg sih gaboleh panik tp bkn berarti jadi ignore klo covid masi ada aku juga awalnya ptm  pas tau ade kelas ada yg  lgsg pjj lagi ini udh masuk lg sih persen tapiii aku gadibolehin ngerii omicron gejalanya,2022-01-08 06:32:37+00:00
jondivar,varian kemarin sudah expired jadi diganti omicron setelah itu yg lain maka ini mau banget di bodoh  sama organisasi tsb dan mendewakan vaksin seharusnya mrk lebih takut kepada tuhan daripada takut kepada manusia,2022-01-08 06:20:17+00:00
buburrdisedot,omicron makin naik tapi ni sekolah gaada tandatanda mau ptm pershift lagi ,2022-01-08 06:06:30+00:00
AlbertSolo2,pemerintah pusat resmi menaikkan status kota surabaya ke level  karena adanya peningkatan jumlah kasus covid terutama omicron di kota surabayawalikota surabaya resmi menghentikan sementara pelaksanaan ptm terbatas di kota surabaya dan menggantinya dengan pjj dari rumah,2022-01-08 06:05:50+00:00
ivooxid,sejumlah murid mengikuti pembelajaran tatap muka ptm di sdn duren tiga pagi jakarta selasa  dinas pendidikan dki jakarta memberlakukan ptm persen untuk sementara seiring peningkatan kasus covid varian omicron di ibu kota foto antara foto,2022-01-08 05:50:35+00:00
beritaKBR,pemerintah tetapkan ppkm level di sejumlah wilayah  tokoh inisiasi petisi tolak rencana pemindahan ibu kota negara  kasus omicron melonjak daerah ramairamai hentikan ptm selengkapnya di,2022-01-08 05:44:39+00:00
EdiMuly03885219,sma negeri tasikmalaya hentikan ptm ada seorang siswa terpapar omicron,2022-01-08 05:17:45+00:00
suaramerdeka,klaster sekolah ditemukan di kota semarang siswa dan guru positif omicron,2022-01-08 05:03:40+00:00
gfgummy,ak bntr lgi ptm ngab omicron  diem dlu anjingh gr gr  ptm gwe jdi gwe sgt kesepian kncl,2022-01-08 04:59:09+00:00
kalderanews,jadi pusat covid omicron tangerang raya putuskan stop ptm  ,2022-01-08 04:41:53+00:00
kalderanews,jadi pusat covid omicron tangerang raya putuskan stop ptm ,2022-01-08 04:41:49+00:00
vdvc_talk,jujur mimin sih setuju saja sama kebijakan ini yang penting kita semua bisa aman dan sehat selalu kalau menurut sobat vdvc gimana nih,2022-01-08 04:33:27+00:00
vdvc_talk,dengan adanya kenaikan kasus covid omicron yang signifikan kementerian pendidikan kebudayaan riset dan teknologi kemendikbudristek mengeluarkan surat edaran mengenai pembelajaran selama masa covid,2022-01-08 04:30:45+00:00
KuretaID,omicron bikin sekolah di siantar hentikan ptm persen,2022-01-08 04:17:23+00:00
inewsdotid,omicron merebak kpai mayoritas orang tua ingin ptm tetap digelar,2022-01-08 03:55:05+00:00
beritaKBR,pemerintah tetapkan ppkm level di sejumlah wilayah  tokoh inisiasi petisi tolak rencana pemindahan ibu kota negara  kasus omicron melonjak daerah ramairamai hentikan ptm selengkapnya di,2022-01-08 03:36:42+00:00
amtvNU,retno listyarti  omicron melonjak hentikan ptm,2022-01-08 03:28:20+00:00
cutieyeay,iya btul kmrn tempat gue udah ptm  terus gegara kasus omicron banyak yg nambah disini jadi balik  lagi,2022-01-08 01:52:17+00:00
hnurwahid,ini juga bukan sekedar siapa yang mau datang ke indonesia saat omicron mendaki tapi juga konsistensi dan keseriusan pemerintah atasi covid di satu pihak bahkan ppkm naik jadi ibadah di masjid di atur sekolah tak ptm tapi pintu internasionaltourisme malah dibuka,2022-01-08 01:51:58+00:00
Nurjann77502431,ya masa lagi ramai omicron mw lanjut liga  ptm aja dibatalkan semoga cepat teratasi,2022-01-08 01:43:34+00:00
IDNTimesLampung,pemkab minta satuan sekolah disiplin terapkan prokes ketat,2022-01-08 01:28:02+00:00
cryyonee,sekolah ku meskipun udh ad yg  omicron ttp ptm  yg isolasi cm kelas yg kena amp guru yg abis ngajar di kelas itu,2022-01-08 01:05:11+00:00
tcgoogie,aku sekarang ga masuk ptm gegara omicron naik,2022-01-08 00:34:31+00:00
vlntnrnd,anak kelas pada ga terima ptm balik ke   aingmah malah pgn ngerasain da omicron gmn si len rasanya  ga enak makan gada rasanya  tp emg sebahaya itu gt covid teh  menurut km ibu aku meninggal gr apa kl covid ga bahaya  ya takdir itumah mo pulang,2022-01-08 00:10:57+00:00
jaemcity_xxx,un efek omicron naik say jd daring lg tp disini msh ptm cuma gt di bagi gak full  yg masuk pagi ama siang,2022-01-08 00:10:19+00:00
kompascom,bupati sukoharjo etik suryani menyatakan pelaksanaan pembelajaran tatap muka ptm dihentikan sementara senin  ,2022-01-07 20:49:00+00:00
CNNIndonesia,ptm sekolah palembang disetop imbas covid kasus omicron di sumut,2022-01-07 19:20:59+00:00
Nazmakamalia,senin gua  mulai dengan kuliah ptm padahal omicron lagi tinggi,2022-01-07 18:20:44+00:00
kokokrunccch,ptm biar bisa hahahihi ditengah kegalauan hati malah omicran omicron dan berujung pjj wanzegg,2022-01-07 16:56:01+00:00
haibundacom,sekolah tatap muka atau ptm terpaksa dihentikan sementara di beberapa wilayah hal ini dilakukan demi mencegah penularan omicron yang merebak di indonesia,2022-01-07 16:48:41+00:00
guobaque,okela sekolaku bsop ptm tp sbnrnya bingung yh ktnya ad anak yg knak omicron di sini tp gtw sklh mna,2022-01-07 16:37:25+00:00
kompascom,untuk menjaga anakanak kami ptm dihentikan dulu diganti pjj pembelajaran jarak jauh bupati sukoharjo etik suryani,2022-01-07 16:21:06+00:00
Andra_cukup,langkahlangkah yang di ambil wakil gubernur jawa timur menghadapi lonjakan omicron,2022-01-07 15:32:03+00:00
_vggukie,padahal di sekolah aku udh ptm  tpi tadi siang ada yg positif omicron jadinya daring lagi ,2022-01-07 15:10:10+00:00
sabdaxkalam,antisipasi omicron naik wagub emil minta sekolah ptm persen,2022-01-07 13:51:06+00:00
tyongyo,gue juga baru pas mulai smstr kmrn anjir baru minggu ptm dah pjj lagi grgr omicron belom juga ngapa ngapain asu,2022-01-07 13:33:26+00:00
BuleKeriting,ptm persen jadi salah satu opsi di saat omicron semakin naik,2022-01-07 13:01:36+00:00
tempodotco,kasus omicron meningkat lima daerah pilih hentikan ptm persen,2022-01-07 12:34:06+00:00
aglshafiraa,dom km mana sie surabaya malang di domku blm pengumuman pjj blm pengumuman ptm jadiin  lagi takut di domku ada yg kena omicron org,2022-01-07 12:33:12+00:00
ebynews_id,jumlah positif covid varian omicron mencapai ribu lebih hatihati pemerintah pusatdaerah mesti ambil langkah cepat tegas dan terukur untuk putus rantai penyebaran ptm belajarmengajar mesti dievaluasi apalagi banyak anak yang juga terpapar,2022-01-07 12:19:15+00:00
bacateruss,antisipasi omicron naik wagub emil minta sekolah ptm persen,2022-01-07 12:17:26+00:00
quietvvinter,apaan banget dh siswa sekolah ada yg kena omicron tp ptm ttp lanjut,2022-01-07 11:31:29+00:00
Cleve_count,kota sebelah udah hampir semua sekolah online lagi soalnya ada yg kena omicron muridnya tp di kota gw mayoritas masih ptm gatau dah gimana ntar jadinya,2022-01-07 11:25:22+00:00
sukabumiNewsnet,sukabuminews omicron merebak ptm terancam begini kata anggota,2022-01-07 11:23:51+00:00
_rakyatmerdeka,omicron ngamuk ibas minta vaksinasi digenjot ptm dievaluasi,2022-01-07 11:19:36+00:00
sandtwic,besok aku ptm kak gantian huftt semangat terus kak yaya semoga selalu happy dan jangan benci jangan lupa jaga kesehatan ya kak lagi musim omicron ,2022-01-07 11:19:11+00:00
fpkbdki,komisi  dprd dki jakarta meminta dinas pendidikan disdik terus mengevaluasi pelaksanaan pembelajaran tatap muka ptm upaya tersebut perlu dilakukan mengingat terus meroketnya angka penularan covid varian omicron pkb dki,2022-01-07 11:19:04+00:00
doyecxu,pgn ptm krn pgn ga dirumah tp takut omicron,2022-01-07 11:16:11+00:00
AllianzID,dengan pertemuan tatap muka yang masih dilaksanakan di beberapa wilayah di tengah meningkatnya kasus covid varian omicron orang tua dan sekolah harus ekstra hatihati dalam melindungi anak dari penularan covid simak cara mencegah penularan covid selama ptm,2022-01-07 11:00:02+00:00
lampungday,ada omicron ptm di lampung selatah pakai sif,2022-01-07 10:56:10+00:00
prettierst,omicron ni emg kaya kontol ya gue baru ngerasain ptm  bulan doang tor,2022-01-07 10:48:45+00:00
r_risaariani21,assalamualaikum pa izin menyampaikan pendapat teman saja kenapa di daerah tempat tinggal saya tetap ptm kok gak online kan omicron lagi naik,2022-01-07 10:47:38+00:00
griyabacaku,antisipasi omicron naik wagub emil minta sekolah ptm ,2022-01-07 10:46:21+00:00
kalderanews,jadi pusat covid omicron tangerang raya putuskan stop ptm  ,2022-01-07 10:28:12+00:00
ulfatersenyum,bru jg ptm  nanti klo ptm  lgi gk bisa ketemu doi dong ah gaasik omicron gjls lo menghalangi kisah sma gw yg menyenangkan,2022-01-07 10:16:52+00:00
Journaldi,selamatkan generasi muda silwanus sumule ptm ada baiknya ditiadakan lewat,2022-01-07 10:05:18+00:00
tvOneNews,omicron meningkat kepulauan seribu terapkan ptm persen,2022-01-07 09:50:32+00:00
arini_rizka,dorong evaluasi ptm mpr pendidikan harus tetap berjalan,2022-01-07 09:35:32+00:00
IbasNews,jumlah positif covid varian omicron mencapai ribu lebih ptm belajarmengajar mesti dievaluasi apalagi banyak anakanak yang juga terpapar  dr edhie baskoro yudhoyono comm  ketua fraksi partai demokrat dpr ri,2022-01-07 09:20:03+00:00
ibas_id14,jumlah positif covid varian omicron mencapai ribu lebih hatihati pemerintah pusatdaerah mesti ambil langkah cepat tegas dan terukur untuk putus rantai penyebaran ptm belajarmengajar mesti dievaluasi apalagi banyak anak yang juga terpapar,2022-01-07 09:12:30+00:00
sahabatibas,jumlah positif covid varian omicron mencapai ribu lebih hatihati pemerintah pusatdaerah mesti ambil langkah cepat tegas dan terukur untuk putus rantai penyebaran ptm belajarmengajar mesti dievaluasi apalagi banyak anak yang juga terpapar,2022-01-07 09:11:55+00:00
tapakibas,jumlah positif covid varian omicron mencapai ribu lebih hatihati pemerintah pusatdaerah mesti ambil langkah cepat tegas dan terukur untuk putus rantai penyebaran ptm belajarmengajar mesti dievaluasi apalagi banyak anak yang juga terpapar,2022-01-07 09:11:00+00:00
infoPKU,"""dua smpn di kota pekanbaru terpaksa menghentikan aktivitas pembelajaran tatap muka atau ptm. hal ini dikarenakan ada satu siswa yang terkonfirmasi positif covid-19 di smpn 1 pekanbaru.  sumber:  #infopku"" #pekanbaru #pembelajarantatapmuka",2022-01-08 08:45:13+00:00
banjarbase,"""dibanjar dibolehi ptm kah maka kasus omicron lg naiknya wal",2022-01-07 08:14:34+00:00
Edhie_Baskoro,"""jumlah positif covid-19 varian omicron mencapai 30ribu lebih. hati-hati! pemerintah pusat/daerah mesti ambil langkah cepat, tegas &amp; terukur utk putus rantai penyebaran. ptm (belajar-mengajar) mesti dievaluasi apalagi banyak anak” yg juga terpapar. #lawanomicron  #jagaprokes",2022-01-07 08:11:48+00:00
kumparan,"""beberapa kali melihat percakapan di grup wa sekolah anaknya ada beberapa orang tua yang izin ke wali kelas karena anaknya sakit",2022-01-07 08:01:08+00:00
getradius_id,"""kebijakan terkait ptm menjadi persen terbatas di kota malang",2022-01-07 07:45:33+00:00
adm_getradius,"""kebijakan baru  ptm menjadi persen terbatas di kota malang",2022-01-07 07:45:20+00:00
akariaban,"""jabarjuara semoga cepet mereda omicron tetap jaga prokes kawan",2022-01-07 07:30:01+00:00
republikaonline,"""kenaikan kasus covid akibat varian omicron menjadi perhatian bersama",2022-01-07 07:28:28+00:00
IsuBogor,"""penyebab omicron masuk indonesia disorot media asing ptm d",2022-01-07 07:21:29+00:00
SusiEmilia2,"""ibadah mulai dibatasi lagi setelah nataru imlek selesai ",2022-01-07 07:09:58+00:00
suaramerdeka,"""kasus omicron meningkat  pemerintah batasi ptm dan pariwisata",2022-01-07 07:02:59+00:00
GoRiauCom,"""lonjakan omicron diprediksi februari",2022-01-07 05:34:46+00:00
RBonafida,"""kasus omicron mengalami kenaikan gubernur banten stop ptm",2022-01-07 05:32:37+00:00
kumparan,penghentian sementara ptm ,2022-01-07 05:29:05+00:00
zeeyachan,"""ya allah pengen ptm ya allah semoga pas ramadhan omicron udah bisa ditangani di indonesia ya allah semoga pandemi segera berakhir aamiin",2022-01-07 05:07:03+00:00
kumparan,"""semua pihak harus lebih waspada terhadap penyebaran virus omicron",2022-01-07 05:05:05+00:00
hedy20lim,omicron tidak berbahaya ,2022-01-07 05:03:21+00:00
Nallzai, kemungkinan besar perubahan kebijakan akan terjadi di wilayah bodebek dan bandung raya termasuk keputusan ptm di sekolah,2022-01-07 05:02:11+00:00
kumparan,macammacam klaster penularan di bali ada yang banyak klaster sekolah,2022-01-07 04:13:07+00:00
RK_JabarJuara,ptm kembali diberhentikan karena lonjakan kasus covid di bogor ,2022-01-07 04:01:21+00:00
bontang_post,"""ptm kembali diberhentikan ",2022-01-07 04:01:03+00:00
_rakyatmerdeka,"""dukung evaluasi ptm harus tetap jalan",2022-01-07 04:00:29+00:00
urban1063fm,"""kasus covid varian omicron terus bertambah",2022-01-07 03:55:23+00:00
kalderanews,"""pusat covid omicron tangerang raya putuskan stop ptm",2022-01-07 03:35:37+00:00
batamtoday,"""mpr minta pemerintah hentikan ptm cegah omicron",2022-01-07 03:27:53+00:00
urrrplanets,"""mending pjj aja gausa ptm ptm ribetudah tau covid lagi naek ada omicron jga",2022-01-07 03:26:25+00:00
Nemo020221,"""akhirnya kluster omicron baru terjadi",2022-01-07 03:11:44+00:00
Boolixious,"""masih ptm sekolah  anakku sudah online sejak muncul omicron ",2022-01-07 03:10:56+00:00
KEZIAAM0UR,puluhan murid terpapar omicron ptm sman di kabupaten tangerang dihentikan,2022-01-07 03:10:28+00:00
insidpontianak,kasus omicron di jakarta naik kpai minta ptm dihentikan ,2022-01-07 03:07:02+00:00
ban9anto,"""kalo mau mengurangi penularan dan infeksi ptm pjj ditutup sementara ",2022-01-07 02:43:45+00:00
tvOneNews,"""ptm tetap digelar prokes diperketat antisipasi omicron",2022-01-07 02:04:02+00:00
catchmeupid,angka kasus omicron yang naik terus ,2022-01-07 01:59:29+00:00
medstudUI22,"""ptm nya  dan yang masuk sekolah dikit banget pada bolos semua have  nice day stay safe juga omicron parah bgt sih ini",2022-01-07 01:56:05+00:00
chantuull,mending stop dulu ptm mau terbatas atau  krn covid lg tinggi bgt,2022-01-07 01:51:04+00:00
5885Mamok,fakta bhw covid varian omicron cepat menular penularannya jg makin masif sdg anak banyak yg belum vaksin mengapa ptm tetap dibuka,2022-01-07 00:52:30+00:00
sabdaxkalam,emil dardak jalankan ptm di jatim,2022-01-07 00:51:18+00:00
detikcom,""" ptm di dalam kelas cegah omicron bisa dengan cara ini",2022-01-07 00:33:41+00:00
kalderanews,jadi pusat covid omicron,2022-01-07 00:28:21+00:00
kalderanewss,"""pusat covid omicron",2022-01-07 00:28:17+00:00
qhaerom,"""ptm dimasa omicron",2022-01-07 00:22:11+00:00
orgilgamon,"""semangat btw kok boleh ptm sih soalnya rata kampus yg mau ptm aja jadi dibatalin",2022-01-07 00:07:56+00:00
Mrshongli,"""sekolah gw ada yg kena omicron tetep disuruh ptm",2022-01-07 00:07:06+00:00
tjapoenglaut,"""remaja sebagian mash ptm seberapa hebat mengejar learning lost dibanding tingkat kecepatan penularan omicron",2022-01-06 23:48:37+00:00
DyaningR,"""sedang zona kuning masih melaksanakan ptm bagaimana dengan kami yang berkebatasan biaya mau test swab",2022-01-06 22:16:45+00:00
AstrianaNingrum,"""ppkm kembali diperpanjang ini aturan ptm terbatas di sekolah taat protokol kesehatan",2022-01-06 19:48:21+00:00
17_5_22,"""ada yg kena omicron mlh masuk skolah cuma pjj hari awalnya ttp ptm  stlh kejadian itu tp kayaknya byk yg protes dan banyak yg ga masuk krn sakit termasuk aku",2022-01-06 17:10:25+00:00
requisitoire,"""omicron makin parah ya",2022-01-06 16:28:08+00:00
jaemssukluvv_,"""kok masih ptm kan omicron lagi naik",2022-01-06 16:04:33+00:00
masaryaduta,"""omicron menggila akhirnya batalkan ptm",2022-01-06 15:55:22+00:00
haibundacom,"""sekolah tatap muka atau ptm terpaksa dihentikan sementara di beberapa wilayah",2022-01-06 15:29:20+00:00
fqairys,"""omicron bisa stop gua pgn ptm anjir",2022-01-06 15:25:09+00:00
sungcchannie,"""ptm malah ada yg kena omicron",2022-01-06 15:24:18+00:00
m_sael,"""vaksin pada periode omicron paniknya orang msh agak ketahan sama konser musik ptm pameran",2022-01-06 15:14:24+00:00
renrencrush,"""ptm  alhamdulilah",2022-01-06 14:55:32+00:00
diIepehin,"""omicron naik nih ptm banyak yg distop trus cemana pula anjir",2022-01-06 14:32:51+00:00
lovingchonloadc,"""huhu sedih banget gasi udah seneng ptm tiba pjj gegara omicron lagi naikk bngtt",2022-01-06 14:07:27+00:00
_kiimseokjin,"""omicron lagi naik bisa bisanya lu ptm kena mental",2022-01-06 13:55:39+00:00
dokyurii,"""belum pernah ngerasain ptm  loh dan besok udah mulai full pjj lagi",2022-01-06 13:00:35+00:00
a4our_,"""omicron naik belum test sdh dapat hasil positif ptm tetap aktif ",2022-01-06 12:54:48+00:00
GreyIsCloud,"""adekku seminggu cuma  ptm jdi kupikir dikurangi aja tapi mending gitu aja daripada makin nyebar dan makin parah",2022-01-06 12:49:13+00:00
inthestarstnght,"""harusnya ptm tapi omicron",2022-01-06 12:02:26+00:00
tvOneNews,"""omicron melonjak mui imbau umat bijak",2022-01-06 11:44:19+00:00
4jengdisinii,"""ptm karena omicron di dom ku mulai meluas akhirnya daring deh",2022-01-06 11:37:57+00:00
dububf,"""sekarang udah ga ptm lagi",2022-01-06 11:16:22+00:00
6undul0h,"""ptm masih lanjut ya ",2022-01-06 10:58:08+00:00
tonimalakian,"""polemik pembelajaran tatap muka",2022-01-06 10:09:37+00:00
GodrilSolo,"""ptm ditunda lg sampai omicron berlalu",2022-01-06 10:00:10+00:00
azzahra_elvin,"""pemerintah kota semarang menghentikan ptm",2022-01-06 09:43:04+00:00
BayuSuryo18,"""mengantisipasi lonjakan kasus omicron",2022-01-06 09:40:33+00:00
NugrohoChandika,"""lagi evaluasi pembelajaran tatap muka",2022-01-06 09:38:03+00:00
HumasGede,"""pembelajaran tatap muka sudah berlangsung cegah dengan prokes",2022-01-06 09:35:29+00:00
kupastuntasnew,ptm di sekolah di lampung selatan lamsel masuk bagi seluruh jenjang pendidikan,2022-01-06 09:32:55+00:00
4_gp2024,"""pelaksanaan pembelajaran tatap muka",2022-01-06 09:30:16+00:00
jpnncom,"""kasus covid melonjak mulai besok sekolah di bandung ptm ",2022-01-06 07:58:11+00:00
nxjmhoonie,"""ada berita omicron sekolah ak baru ptm",2022-01-06 07:39:50+00:00
haldabuc,"""takutnya masih ptm  pas omicron gini",2022-01-06 07:28:30+00:00
haldabuc,"""garagara omicron yaa",2022-01-06 07:27:38+00:00
IDNTimesJabar,"""omicron di banyak daerah mulai meningkat",2022-01-06 07:13:02+00:00
urlittlefenrir,"""gak mau ptm karena omicron tapi recapnya jalan semua eh",2022-01-06 07:06:56+00:00
ncelsstudie,"""minggu kemarin uda offline tiap harii di ubah lagi gegara omicron",2022-01-06 06:55:57+00:00
bunyikodoq,"""gue lebih dukung ptm tpi buat kondisi skrg ya mau gmn lagi kita kan juga hrs ikhtiar buat mutus rantai penyebaran omicron",2022-01-06 06:29:10+00:00
nxjmhoonie,"""ptm pas omicron",2022-01-06 05:21:49+00:00
nxjmhoonie,"""ptm  pas puncak omicron",2022-01-06 05:21:15+00:00
DewiMadame,"""tutup dulu ptm udah gawat darurat sebentar lagi tsunami omicron ",2022-01-06 05:06:00+00:00
kalderanews,"""putuskan stop ptm ",2022-01-06 04:45:30+00:00
4_gp2024,"""ganjar meminta pembelajaran tatap muka ditiadakan",2022-01-08 08:10:48+00:00
Humas,"""pembelajaran tatap muka prokes",2022-01-08 08:08:26+00:00
IDNNews_id,"""prokes ketat pembelajaran tatap muka",2022-01-08 08:00:59+00:00
mayangkaranews," ""sma dan smk di blitar kembali menerapkan pembelajaran tatap muka karena kota blitar berstatus level penularan covid",2022-01-08 07:49:25+00:00
redaksisuma,"""pemerintah kota palembang sumatera selatan memutuskan penerapan sistem pembelajaran tatap muka berlangsung secara terbatas selama dua hari dalam sepekan",2022-01-08 07:29:21+00:00
humassekms,"""takut masuk pembelajaran tatap muka",2022-01-08 07:27:10+00:00
Bawaslu_malang,"""pembelajaran tatap muka selama pertemuan di kantor bawaslu kota malang",2022-01-08 07:21:42+00:00
tvrisumbar,"""vaksinasi menjadi syarat pembelajaran tatap muka siswa dan pelajar di kota padang",2022-01-08 07:11:09+00:00
LaikoLegend,"""ppkm kembali diperpanjang disejumlah wilayah",2022-01-06 03:37:19+00:00
firman__nurhuda,"""menurut saya  ptm diubah pjj aja disemua daerah karena ini bukan virus biasa walaupun udh divaksin",2022-01-06 02:56:12+00:00
_riverheaven,"""daerah lain saja berani ambil langkah hentikan ptm",2022-01-06 02:26:23+00:00
aznurro,"""ptm beberapa masih jalan ppkm jakarta juga masih di level ya",2022-01-06 02:14:38+00:00
ddgunone,"""ppkm untuk menekan penyebaran covid varian omicron ppkm kembali diperpanjang",2022-01-06 02:06:00+00:00
_rakyatmerdeka,"""pns diminta wfh anak sekolah tetap ptm netizen pusing",2022-01-06 01:40:00+00:00
sahiloplop,"""tadinya minggu ini mau ptm batal gegara omicron",2022-01-06 01:21:52+00:00
hhiddlxstxn,"""ya mending ptm krn ada omicron ya  aja gapapa yg penting dapet materi secara langsung",2022-01-06 01:13:39+00:00
kupingsapi,"""ptm setidaknya pengetahuan gua jauh lebih baik dan lebih mudeng daripada pjj",2022-01-06 01:10:36+00:00
hikariorei,"""gue positif tahun kemarin ga mau kena lagi wkwk tapi kalau lebih suka mana gue jelas pilih ptm",2022-01-06 00:57:57+00:00
matchaaksara,"""kan sekedar nanya suka yang mana aku yg miskin dan kesusahan saat pjj ini lbih milih ptm si",2022-01-06 00:44:46+00:00
belieberuns,"""ini sekolahku udh tau omicron lg naik kok tetep aja ptm",2022-01-06 00:43:47+00:00
ahjuisy,"""ptm setelah omicron turun ga usah aneh aneh",2022-01-06 00:41:21+00:00
cianjurekspres,"""pada akhir februari tampaknya akan sulit tercapai pasca pemberhentian sementara pembelajaran tatap muka ptm",2022-01-11 05:47:39+00:00
UNSfess_,"""kabar tatap muka ya soalnya aku taunya pembelajaran teori online yg offline tu praktikum sempro sidang dll tapi takut sih juga kalau tatap muka",2022-01-11 05:40:39+00:00
kumparan,"""wali kota tanjungpinang rahma menyebutkan penutupan sementara pembelajaran tatap muka ini sampai akhir februari",2022-01-11 03:59:07+00:00
lmphu,"""pembelajaran tatap muka sementara",2022-01-11 03:26:59+00:00
rrennrere,"""lebih tepatnya ya pembelajaran tatap muka ",2022-01-11 03:25:26+00:00
bontang_post,"""inisiatif mengubah skema pembelajaran tatap muka ptm terbatas",2022-01-11 03:00:38+00:00
TribunMataraman,"""jumlah murid yang positif covid di sman kota blitar bertambah pembelajaran tatap muka dihentikan sementara",2022-01-11 02:44:27+00:00
RancakB94502819,"""pembelajaran tatap muka prokes jangan kendor",2022-01-11 02:15:34+00:00
republikaonline,"""pembelajaran tatap muka diharapkan",2022-01-11 01:06:02+00:00
PowerUpil,"""takut kena omicrontapi pak gurunya marah karena anak saya tdk bisa mengikuti kegiatan ijin bertanya dong ttg pelaksanaan pembelajaran tatap muka",2022-01-11 00:30:53+00:00
pendimklp,"""pembelajaran tatap muka ptm khususnya di klaster sekolahan di wilayah kalurahan tanjungharjo kapnanggulan dilakukan swab antigen secara acak bagi para siswa siswa siswi sd negeri tanjungharjo kamis ",2022-01-11 00:25:47+00:00
iamgepe,"""universitas teuku umar utu aceh barat masih tetap menjalankan pembelajaran tatap muka ptm bagi para mahasiswa",2022-01-10 15:49:45+00:00
jpnncom,"""hendak memutuskan kebijakan tentang pembelajaran tatap muka ptm",2022-01-10 15:37:03+00:00
kompascom,"""pembelajaran tatap muka saat ini orang sementara menjalani isolasi mandiri kata anies",2022-01-10 15:21:09+00:00
acceh,"""pembelajaran tatap muka ptm bagi para mahasiswa kebijakan ini karena belum ada kasus baru",2022-01-10 14:58:13+00:00
adbsyk,"""covid menyebar pembelajaran tatap muka dihentikan",2022-01-10 14:36:49+00:00
JurnalKlp,"""antisipasi agar tidak muncul kluster pembelajaran tatap muka",2022-01-10 13:37:41+00:00
ubbbakk,"""gamau kuliah pembelajaran tatap muka takut",2022-01-10 12:53:05+00:00
ditlantas_gtlo,"""saat ini sedang berlangsung pembelajaran tatap muka ptm  ditengahtengah keadaan kasus covid varians omikron ",2022-01-10 12:33:57+00:00
produktifkuy,"""pengalaman sekali pembelajaran tatap muka",2022-01-10 12:11:19+00:00
